"anio","mes","programa_nivel_beneficio","beneficio_percibido_pesos_constantes"
"2014","11","Programa de respaldo a estudiantes de Argentina","70498.64"
"2014","11","Asignación por embarazo para protección social","94585.68"
"2014","11","Asignación universal por hijo","94585.68"
"2014","11","Asignación universal por hijo con discapacidad","308431.55"
"2014","12","Pensiones no contributivas por invalidez con bonos","489477.23"
"2014","12","Pensiones no contributivas por invalidez sin bonos","489477.23"
"2014","12","Pensiones no contributivas por vejez con bonos","489477.23"
"2014","12","Pensiones no contributivas por vejez sin bonos","489477.23"
"2014","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","699253.18"
"2014","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","699253.18"
"2014","12","Prestaciones previsionales por moratoria previsional con bonos","699253.18"
"2014","12","Prestaciones previsionales por moratoria previsional sin bonos","699253.18"
"2014","12","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","466168.79"
"2014","12","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","466168.79"
"2014","12","ProHuerta",
"2014","12","Tarjetas alimentarias",
"2014","12","Argentina trabaja","375054.96"
"2014","12","Ellas hacen","375054.96"
"2014","12","Programa de empleo comunitario",
"2014","12","Trabajo autogestionado",
"2014","12","Monotributo social",
"2014","12","Seguro de capacitación y empleo","79655.9"
"2014","12","Empleo independiente",
"2014","12","Jóvenes con más y mejor trabajo",
"2014","12","Programa de inserción laboral",
"2014","12","Programa de recuperación productiva 1",
"2014","12","Programa de respaldo a estudiantes de Argentina","69240.91"
"2014","12","Asignación por embarazo para protección social","92898.23"
"2014","12","Asignación universal por hijo","92898.23"
"2014","12","Asignación universal por hijo con discapacidad","302929"
"2015","1","Pensiones no contributivas por invalidez con bonos","319489.1"
"2015","1","Pensiones no contributivas por invalidez sin bonos","319489.1"
"2015","1","Pensiones no contributivas por vejez con bonos","319489.1"
"2015","1","Pensiones no contributivas por vejez sin bonos","319489.1"
"2015","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","456412.99"
"2015","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","456412.99"
"2015","1","Prestaciones previsionales por moratoria previsional con bonos","456412.99"
"2015","1","Prestaciones previsionales por moratoria previsional sin bonos","456412.99"
"2015","1","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","456412.99"
"2015","1","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","456412.99"
"2015","1","ProHuerta",
"2015","1","Tarjetas alimentarias",
"2015","1","Argentina trabaja","367205.96"
"2015","1","Ellas hacen","367205.96"
"2015","1","Programa de empleo comunitario",
"2015","1","Trabajo autogestionado",
"2015","1","Monotributo social",
"2015","1","Seguro de capacitación y empleo","76556.79"
"2015","1","Empleo independiente",
"2015","1","Jóvenes con más y mejor trabajo",
"2015","1","Programa de inserción laboral",
"2015","1","Programa de recuperación productiva 1",
"2015","1","Programa de respaldo a estudiantes de Argentina","67791.87"
"2015","1","Asignación por embarazo para protección social","90954.09"
"2015","1","Asignación universal por hijo","90954.09"
"2015","1","Asignación universal por hijo con discapacidad","296589.43"
"2015","2","Pensiones no contributivas por invalidez con bonos","315717.07"
"2015","2","Pensiones no contributivas por invalidez sin bonos","315717.07"
"2015","2","Pensiones no contributivas por vejez con bonos","315717.07"
"2015","2","Pensiones no contributivas por vejez sin bonos","315717.07"
"2015","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","451024.38"
"2015","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","451024.38"
"2015","2","Prestaciones previsionales por moratoria previsional con bonos","451024.38"
"2015","2","Prestaciones previsionales por moratoria previsional sin bonos","451024.38"
"2015","2","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","451024.38"
"2015","2","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","451024.38"
"2015","2","ProHuerta",
"2015","2","Tarjetas alimentarias",
"2015","2","Argentina trabaja","362870.56"
"2015","2","Ellas hacen","362870.56"
"2015","2","Programa de empleo comunitario",
"2015","2","Trabajo autogestionado",
"2015","2","Monotributo social",
"2015","2","Seguro de capacitación y empleo","73626.44"
"2015","2","Empleo independiente",
"2015","2","Jóvenes con más y mejor trabajo",
"2015","2","Programa de inserción laboral",
"2015","2","Programa de recuperación productiva 1",
"2015","2","Programa de respaldo a estudiantes de Argentina","66991.49"
"2015","2","Asignación por embarazo para protección social","89880.25"
"2015","2","Asignación universal por hijo","89880.25"
"2015","2","Asignación universal por hijo con discapacidad","293087.76"
"2015","3","Pensiones no contributivas por invalidez con bonos","366508.51"
"2015","3","Pensiones no contributivas por invalidez sin bonos","366508.51"
"2015","3","Pensiones no contributivas por vejez con bonos","366508.51"
"2015","3","Pensiones no contributivas por vejez sin bonos","366508.51"
"2015","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","523583.59"
"2015","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","523583.59"
"2015","3","Prestaciones previsionales por moratoria previsional con bonos","523583.59"
"2015","3","Prestaciones previsionales por moratoria previsional sin bonos","523583.59"
"2015","3","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","523583.59"
"2015","3","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","523583.59"
"2015","3","ProHuerta",
"2015","3","Tarjetas alimentarias",
"2015","3","Argentina trabaja","356204.48"
"2015","3","Ellas hacen","356204.48"
"2015","3","Programa de empleo comunitario",
"2015","3","Trabajo autogestionado",
"2015","3","Monotributo social",
"2015","3","Seguro de capacitación y empleo","71899.87"
"2015","3","Empleo independiente",
"2015","3","Jóvenes con más y mejor trabajo",
"2015","3","Programa de inserción laboral",
"2015","3","Programa de recuperación productiva 1",
"2015","3","Programa de respaldo a estudiantes de Argentina","98641.24"
"2015","3","Asignación por embarazo para protección social","88229.11"
"2015","3","Asignación universal por hijo","88229.11"
"2015","3","Asignación universal por hijo con discapacidad","287703.62"
"2015","4","Pensiones no contributivas por invalidez con bonos","359287.13"
"2015","4","Pensiones no contributivas por invalidez sin bonos","359287.13"
"2015","4","Pensiones no contributivas por vejez con bonos","359287.13"
"2015","4","Pensiones no contributivas por vejez sin bonos","359287.13"
"2015","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","513267.33"
"2015","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","513267.33"
"2015","4","Prestaciones previsionales por moratoria previsional con bonos","513267.33"
"2015","4","Prestaciones previsionales por moratoria previsional sin bonos","513267.33"
"2015","4","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","513267.33"
"2015","4","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","513267.33"
"2015","4","ProHuerta",
"2015","4","Tarjetas alimentarias",
"2015","4","Argentina trabaja","349186.12"
"2015","4","Ellas hacen","349186.12"
"2015","4","Programa de empleo comunitario",
"2015","4","Trabajo autogestionado",
"2015","4","Monotributo social",
"2015","4","Seguro de capacitación y empleo","71560.32"
"2015","4","Empleo independiente",
"2015","4","Jóvenes con más y mejor trabajo",
"2015","4","Programa de inserción laboral",
"2015","4","Programa de recuperación productiva 1",
"2015","4","Programa de respaldo a estudiantes de Argentina","96697.69"
"2015","4","Asignación por embarazo para protección social","86490.72"
"2015","4","Asignación universal por hijo","86490.72"
"2015","4","Asignación universal por hijo con discapacidad","282034.94"
"2015","5","Pensiones no contributivas por invalidez con bonos","352324.92"
"2015","5","Pensiones no contributivas por invalidez sin bonos","352324.92"
"2015","5","Pensiones no contributivas por vejez con bonos","352324.92"
"2015","5","Pensiones no contributivas por vejez sin bonos","352324.92"
"2015","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","503321.32"
"2015","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","503321.32"
"2015","5","Prestaciones previsionales por moratoria previsional con bonos","503321.32"
"2015","5","Prestaciones previsionales por moratoria previsional sin bonos","503321.32"
"2015","5","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","503321.32"
"2015","5","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","503321.32"
"2015","5","ProHuerta",
"2015","5","Tarjetas alimentarias",
"2015","5","Argentina trabaja","342419.64"
"2015","5","Ellas hacen","342419.64"
"2015","5","Programa de empleo comunitario",
"2015","5","Trabajo autogestionado",
"2015","5","Monotributo social",
"2015","5","Seguro de capacitación y empleo","80049.81"
"2015","5","Empleo independiente",
"2015","5","Jóvenes con más y mejor trabajo",
"2015","5","Programa de inserción laboral",
"2015","5","Programa de recuperación productiva 1",
"2015","5","Programa de respaldo a estudiantes de Argentina","94823.9"
"2015","5","Asignación por embarazo para protección social","84814.71"
"2015","5","Asignación universal por hijo","84814.71"
"2015","5","Asignación universal por hijo con discapacidad","276569.71"
"2015","6","Pensiones no contributivas por invalidez con bonos","519267.12"
"2015","6","Pensiones no contributivas por invalidez sin bonos","519267.12"
"2015","6","Pensiones no contributivas por vejez con bonos","519267.12"
"2015","6","Pensiones no contributivas por vejez sin bonos","519267.12"
"2015","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","741810.17"
"2015","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","741810.17"
"2015","6","Prestaciones previsionales por moratoria previsional con bonos","741810.17"
"2015","6","Prestaciones previsionales por moratoria previsional sin bonos","741810.17"
"2015","6","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","494540.11"
"2015","6","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","494540.11"
"2015","6","ProHuerta",
"2015","6","Tarjetas alimentarias",
"2015","6","Argentina trabaja","336445.61"
"2015","6","Ellas hacen","336445.61"
"2015","6","Programa de empleo comunitario",
"2015","6","Trabajo autogestionado",
"2015","6","Monotributo social",
"2015","6","Seguro de capacitación y empleo","78347.83"
"2015","6","Empleo independiente",
"2015","6","Jóvenes con más y mejor trabajo",
"2015","6","Programa de inserción laboral",
"2015","6","Programa de recuperación productiva 1",
"2015","6","Programa de respaldo a estudiantes de Argentina","93169.55"
"2015","6","Asignación por embarazo para protección social","108309.61"
"2015","6","Asignación universal por hijo","108309.61"
"2015","6","Asignación universal por hijo con discapacidad","353267.89"
"2015","7","Pensiones no contributivas por invalidez con bonos","340207.59"
"2015","7","Pensiones no contributivas por invalidez sin bonos","340207.59"
"2015","7","Pensiones no contributivas por vejez con bonos","340207.59"
"2015","7","Pensiones no contributivas por vejez sin bonos","340207.59"
"2015","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","486010.84"
"2015","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","486010.84"
"2015","7","Prestaciones previsionales por moratoria previsional con bonos","486010.84"
"2015","7","Prestaciones previsionales por moratoria previsional sin bonos","486010.84"
"2015","7","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","486010.84"
"2015","7","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","486010.84"
"2015","7","ProHuerta",
"2015","7","Tarjetas alimentarias",
"2015","7","Argentina trabaja","330642.97"
"2015","7","Ellas hacen","330642.97"
"2015","7","Programa de empleo comunitario",
"2015","7","Trabajo autogestionado",
"2015","7","Monotributo social",
"2015","7","Seguro de capacitación y empleo","76449.74"
"2015","7","Empleo independiente",
"2015","7","Jóvenes con más y mejor trabajo",
"2015","7","Programa de inserción laboral",
"2015","7","Programa de recuperación productiva 1",
"2015","7","Programa de respaldo a estudiantes de Argentina","91562.67"
"2015","7","Asignación por embarazo para protección social","106441.6"
"2015","7","Asignación universal por hijo","106441.6"
"2015","7","Asignación universal por hijo con discapacidad","347175.12"
"2015","8","Pensiones no contributivas por invalidez con bonos","334396.01"
"2015","8","Pensiones no contributivas por invalidez sin bonos","334396.01"
"2015","8","Pensiones no contributivas por vejez con bonos","334396.01"
"2015","8","Pensiones no contributivas por vejez sin bonos","334396.01"
"2015","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","477708.59"
"2015","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","477708.59"
"2015","8","Prestaciones previsionales por moratoria previsional con bonos","477708.59"
"2015","8","Prestaciones previsionales por moratoria previsional sin bonos","477708.59"
"2015","8","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","477708.59"
"2015","8","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","477708.59"
"2015","8","ProHuerta",
"2015","8","Tarjetas alimentarias",
"2015","8","Argentina trabaja","324994.79"
"2015","8","Ellas hacen","324994.79"
"2015","8","Programa de empleo comunitario",
"2015","8","Trabajo autogestionado",
"2015","8","Monotributo social",
"2015","8","Seguro de capacitación y empleo","71725.1"
"2015","8","Empleo independiente",
"2015","8","Jóvenes con más y mejor trabajo",
"2015","8","Programa de inserción laboral",
"2015","8","Programa de recuperación productiva 1",
"2015","8","Programa de respaldo a estudiantes de Argentina","89998.56"
"2015","8","Asignación por embarazo para protección social","104623.32"
"2015","8","Asignación universal por hijo","104623.32"
"2015","8","Asignación universal por hijo con discapacidad","341244.53"
"2015","9","Pensiones no contributivas por invalidez con bonos","369471.17"
"2015","9","Pensiones no contributivas por invalidez sin bonos","369471.17"
"2015","9","Pensiones no contributivas por vejez con bonos","369471.17"
"2015","9","Pensiones no contributivas por vejez sin bonos","369471.17"
"2015","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","527815.95"
"2015","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","527815.95"
"2015","9","Prestaciones previsionales por moratoria previsional con bonos","527815.95"
"2015","9","Prestaciones previsionales por moratoria previsional sin bonos","527815.95"
"2015","9","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","527815.95"
"2015","9","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","527815.95"
"2015","9","ProHuerta",
"2015","9","Tarjetas alimentarias",
"2015","9","Argentina trabaja","319214.31"
"2015","9","Ellas hacen","319214.31"
"2015","9","Programa de empleo comunitario",
"2015","9","Trabajo autogestionado",
"2015","9","Monotributo social",
"2015","9","Seguro de capacitación y empleo","69219.17"
"2015","9","Empleo independiente",
"2015","9","Jóvenes con más y mejor trabajo",
"2015","9","Programa de inserción laboral",
"2015","9","Programa de recuperación productiva 1",
"2015","9","Programa de respaldo a estudiantes de Argentina","88397.81"
"2015","9","Asignación por embarazo para protección social","102762.45"
"2015","9","Asignación universal por hijo","102762.45"
"2015","9","Asignación universal por hijo con discapacidad","335175.03"
"2015","10","Pensiones no contributivas por invalidez con bonos","362633.96"
"2015","10","Pensiones no contributivas por invalidez sin bonos","362633.96"
"2015","10","Pensiones no contributivas por vejez con bonos","362633.96"
"2015","10","Pensiones no contributivas por vejez sin bonos","362633.96"
"2015","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","518048.51"
"2015","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","518048.51"
"2015","10","Prestaciones previsionales por moratoria previsional con bonos","518048.51"
"2015","10","Prestaciones previsionales por moratoria previsional sin bonos","518048.51"
"2015","10","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","518048.51"
"2015","10","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","518048.51"
"2015","10","ProHuerta",
"2015","10","Tarjetas alimentarias",
"2015","10","Argentina trabaja","313307.12"
"2015","10","Ellas hacen","313307.12"
"2015","10","Programa de empleo comunitario",
"2015","10","Trabajo autogestionado",
"2015","10","Monotributo social",
"2015","10","Seguro de capacitación y empleo","69236.05"
"2015","10","Empleo independiente",
"2015","10","Jóvenes con más y mejor trabajo",
"2015","10","Programa de inserción laboral",
"2015","10","Programa de recuperación productiva 1",
"2015","10","Programa de respaldo a estudiantes de Argentina","86761.97"
"2015","10","Asignación por embarazo para protección social","100860.79"
"2015","10","Asignación universal por hijo","100860.79"
"2015","10","Asignación universal por hijo con discapacidad","328972.48"
"2015","11","Pensiones no contributivas por invalidez con bonos","354112.71"
"2015","11","Pensiones no contributivas por invalidez sin bonos","354112.71"
"2015","11","Pensiones no contributivas por vejez con bonos","354112.71"
"2015","11","Pensiones no contributivas por vejez sin bonos","354112.71"
"2015","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","505875.3"
"2015","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","505875.3"
"2015","11","Prestaciones previsionales por moratoria previsional con bonos","505875.3"
"2015","11","Prestaciones previsionales por moratoria previsional sin bonos","505875.3"
"2015","11","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","505875.3"
"2015","11","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","505875.3"
"2015","11","ProHuerta",
"2015","11","Tarjetas alimentarias",
"2015","11","Argentina trabaja","305944.97"
"2015","11","Ellas hacen","305944.97"
"2015","11","Programa de empleo comunitario",
"2015","11","Trabajo autogestionado",
"2015","11","Monotributo social",
"2015","11","Seguro de capacitación y empleo","67231.41"
"2015","11","Empleo independiente",
"2015","11","Jóvenes con más y mejor trabajo",
"2015","11","Programa de inserción laboral",
"2015","11","Programa de recuperación productiva 1",
"2015","11","Programa de respaldo a estudiantes de Argentina","84723.22"
"2015","11","Asignación por embarazo para protección social","98490.75"
"2015","11","Asignación universal por hijo","98490.75"
"2015","11","Asignación universal por hijo con discapacidad","321242.22"
"2015","12","Pensiones no contributivas por invalidez con bonos","556532.74"
"2015","12","Pensiones no contributivas por invalidez sin bonos","511231.05"
"2015","12","Pensiones no contributivas por vejez con bonos","556532.74"
"2015","12","Pensiones no contributivas por vejez sin bonos","511231.05"
"2015","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","775631.77"
"2015","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","730330.08"
"2015","12","Prestaciones previsionales por moratoria previsional con bonos","775631.77"
"2015","12","Prestaciones previsionales por moratoria previsional sin bonos","730330.08"
"2015","12","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","532188.41"
"2015","12","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","486886.72"
"2015","12","ProHuerta",
"2015","12","Tarjetas alimentarias",
"2015","12","Argentina trabaja","294460.99"
"2015","12","Ellas hacen","294460.99"
"2015","12","Programa de empleo comunitario",
"2015","12","Trabajo autogestionado",
"2015","12","Monotributo social",
"2015","12","Seguro de capacitación y empleo","63356.68"
"2015","12","Empleo independiente",
"2015","12","Jóvenes con más y mejor trabajo",
"2015","12","Programa de inserción laboral",
"2015","12","Programa de recuperación productiva 1",
"2015","12","Programa de respaldo a estudiantes de Argentina","81543.04"
"2015","12","Asignación por embarazo para protección social","94793.79"
"2015","12","Asignación universal por hijo","94793.79"
"2015","12","Asignación universal por hijo con discapacidad","309184.04"
"2016","1","Pensiones no contributivas por invalidez con bonos","327397.41"
"2016","1","Pensiones no contributivas por invalidez sin bonos","327397.41"
"2016","1","Pensión universal para el adulto mayor con bonos","374168.47"
"2016","1","Pensión universal para el adulto mayor sin bonos","374168.47"
"2016","1","Pensiones no contributivas por vejez con bonos","327397.41"
"2016","1","Pensiones no contributivas por vejez sin bonos","327397.41"
"2016","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","467710.58"
"2016","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","467710.58"
"2016","1","Prestaciones previsionales por moratoria previsional con bonos","467710.58"
"2016","1","Prestaciones previsionales por moratoria previsional sin bonos","467710.58"
"2016","1","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","467710.58"
"2016","1","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","467710.58"
"2016","1","ProHuerta",
"2016","1","Tarjetas alimentarias",
"2016","1","Argentina trabaja","282863.58"
"2016","1","Ellas hacen","282863.58"
"2016","1","Programa de empleo comunitario",
"2016","1","Trabajo autogestionado",
"2016","1","Monotributo social",
"2016","1","Seguro de capacitación y empleo","57317.95"
"2016","1","Empleo independiente",
"2016","1","Jóvenes con más y mejor trabajo",
"2016","1","Programa de inserción laboral",
"2016","1","Programa de recuperación productiva 1",
"2016","1","Programa de respaldo a estudiantes de Argentina","78331.45"
"2016","1","Asignación por embarazo para protección social","91060.32"
"2016","1","Asignación universal por hijo","91060.32"
"2016","1","Asignación universal por hijo con discapacidad","297006.76"
"2016","2","Pensiones no contributivas por invalidez con bonos","314805.2"
"2016","2","Pensiones no contributivas por invalidez sin bonos","314805.2"
"2016","2","Pensión universal para el adulto mayor con bonos","359777.37"
"2016","2","Pensión universal para el adulto mayor sin bonos","359777.37"
"2016","2","Pensiones no contributivas por vejez con bonos","314805.2"
"2016","2","Pensiones no contributivas por vejez sin bonos","314805.2"
"2016","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","449721.71"
"2016","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","449721.71"
"2016","2","Prestaciones previsionales por moratoria previsional con bonos","449721.71"
"2016","2","Prestaciones previsionales por moratoria previsional sin bonos","449721.71"
"2016","2","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","449721.71"
"2016","2","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","449721.71"
"2016","2","ProHuerta",
"2016","2","Tarjetas alimentarias",
"2016","2","Argentina trabaja","271984.21"
"2016","2","Ellas hacen","271984.21"
"2016","2","Programa de empleo comunitario",
"2016","2","Trabajo autogestionado",
"2016","2","Monotributo social",
"2016","2","Seguro de capacitación y empleo","48859.87"
"2016","2","Empleo independiente",
"2016","2","Jóvenes con más y mejor trabajo",
"2016","2","Programa de inserción laboral",
"2016","2","Programa de recuperación productiva 1",
"2016","2","Programa de respaldo a estudiantes de Argentina","75318.71"
"2016","2","Asignación por embarazo para protección social","87558"
"2016","2","Asignación universal por hijo","87558"
"2016","2","Asignación universal por hijo con discapacidad","285583.43"
"2016","3","Pensiones no contributivas por invalidez con bonos","350848.42"
"2016","3","Pensiones no contributivas por invalidez sin bonos","350848.42"
"2016","3","Pensión universal para el adulto mayor con bonos","400969.62"
"2016","3","Pensión universal para el adulto mayor sin bonos","400969.62"
"2016","3","Pensiones no contributivas por vejez con bonos","350848.42"
"2016","3","Pensiones no contributivas por vejez sin bonos","350848.42"
"2016","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","501212.03"
"2016","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","501212.03"
"2016","3","Prestaciones previsionales por moratoria previsional con bonos","501212.03"
"2016","3","Prestaciones previsionales por moratoria previsional sin bonos","501212.03"
"2016","3","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","501212.03"
"2016","3","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","501212.03"
"2016","3","ProHuerta",
"2016","3","Tarjetas alimentarias",
"2016","3","Argentina trabaja","262786.68"
"2016","3","Ellas hacen","262786.68"
"2016","3","Programa de empleo comunitario",
"2016","3","Trabajo autogestionado",
"2016","3","Monotributo social",
"2016","3","Seguro de capacitación y empleo","53829.83"
"2016","3","Empleo independiente",
"2016","3","Jóvenes con más y mejor trabajo",
"2016","3","Programa de inserción laboral",
"2016","3","Programa de recuperación productiva 1",
"2016","3","Programa de respaldo a estudiantes de Argentina","72771.7"
"2016","3","Asignación por embarazo para protección social","97635.36"
"2016","3","Asignación universal por hijo","97635.36"
"2016","3","Asignación universal por hijo con discapacidad","318376.17"
"2016","4","Pensiones no contributivas por invalidez con bonos","329435.13"
"2016","4","Pensiones no contributivas por invalidez sin bonos","329435.13"
"2016","4","Pensión universal para el adulto mayor con bonos","376497.3"
"2016","4","Pensión universal para el adulto mayor sin bonos","376497.3"
"2016","4","Pensiones no contributivas por vejez con bonos","329435.13"
"2016","4","Pensiones no contributivas por vejez sin bonos","329435.13"
"2016","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","470621.62"
"2016","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","470621.62"
"2016","4","Prestaciones previsionales por moratoria previsional con bonos","470621.62"
"2016","4","Prestaciones previsionales por moratoria previsional sin bonos","470621.62"
"2016","4","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","470621.62"
"2016","4","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","470621.62"
"2016","4","ProHuerta",
"2016","4","Tarjetas alimentarias",
"2016","4","Argentina trabaja","296097.67"
"2016","4","Ellas hacen","296097.67"
"2016","4","Programa de empleo comunitario",
"2016","4","Trabajo autogestionado",
"2016","4","Monotributo social",
"2016","4","Seguro de capacitación y empleo","42098.07"
"2016","4","Empleo independiente",
"2016","4","Jóvenes con más y mejor trabajo",
"2016","4","Programa de inserción laboral",
"2016","4","Programa de recuperación productiva 1",
"2016","4","Programa de respaldo a estudiantes de Argentina","68330.23"
"2016","4","Asignación por embarazo para protección social","91676.39"
"2016","4","Asignación universal por hijo","91676.39"
"2016","4","Asignación universal por hijo con discapacidad","298944.76"
"2016","5","Pensiones no contributivas por invalidez con bonos","313747.75"
"2016","5","Pensiones no contributivas por invalidez sin bonos","313747.75"
"2016","5","Pensión universal para el adulto mayor con bonos","358568.85"
"2016","5","Pensión universal para el adulto mayor sin bonos","358568.85"
"2016","5","Pensiones no contributivas por vejez con bonos","313747.75"
"2016","5","Pensiones no contributivas por vejez sin bonos","313747.75"
"2016","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","448211.07"
"2016","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","448211.07"
"2016","5","Prestaciones previsionales por moratoria previsional con bonos","448211.07"
"2016","5","Prestaciones previsionales por moratoria previsional sin bonos","448211.07"
"2016","5","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","448211.07"
"2016","5","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","448211.07"
"2016","5","ProHuerta",
"2016","5","Tarjetas alimentarias",
"2016","5","Argentina trabaja","281997.78"
"2016","5","Ellas hacen","281997.78"
"2016","5","Programa de empleo comunitario",
"2016","5","Trabajo autogestionado",
"2016","5","Monotributo social",
"2016","5","Seguro de capacitación y empleo","40358.22"
"2016","5","Empleo independiente",
"2016","5","Jóvenes con más y mejor trabajo",
"2016","5","Programa de inserción laboral",
"2016","5","Programa de recuperación productiva 1",
"2016","5","Programa de respaldo a estudiantes de Argentina","65076.41"
"2016","5","Asignación por embarazo para protección social","87310.85"
"2016","5","Asignación universal por hijo","87310.85"
"2016","5","Asignación universal por hijo con discapacidad","284709.3"
"2016","6","Pensiones no contributivas por invalidez con bonos","456028.7"
"2016","6","Pensiones no contributivas por invalidez sin bonos","456028.7"
"2016","6","Pensión universal para el adulto mayor con bonos","521175.66"
"2016","6","Pensión universal para el adulto mayor sin bonos","521175.66"
"2016","6","Pensiones no contributivas por vejez con bonos","456028.7"
"2016","6","Pensiones no contributivas por vejez sin bonos","456028.7"
"2016","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","651469.57"
"2016","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","651469.57"
"2016","6","Prestaciones previsionales por moratoria previsional con bonos","651469.57"
"2016","6","Prestaciones previsionales por moratoria previsional sin bonos","651469.57"
"2016","6","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","434313.05"
"2016","6","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","434313.05"
"2016","6","ProHuerta",
"2016","6","Tarjetas alimentarias",
"2016","6","Argentina trabaja","273253.66"
"2016","6","Ellas hacen","273253.66"
"2016","6","Programa de empleo comunitario",
"2016","6","Trabajo autogestionado",
"2016","6","Monotributo social",
"2016","6","Seguro de capacitación y empleo","40807.63"
"2016","6","Empleo independiente",
"2016","6","Jóvenes con más y mejor trabajo",
"2016","6","Programa de inserción laboral",
"2016","6","Programa de recuperación productiva 1",
"2016","6","Programa de respaldo a estudiantes de Argentina","63058.54"
"2016","6","Asignación por embarazo para protección social","84603.54"
"2016","6","Asignación universal por hijo","84603.54"
"2016","6","Asignación universal por hijo con discapacidad","275881.1"
"2016","7","Pensiones no contributivas por invalidez con bonos","297474.69"
"2016","7","Pensiones no contributivas por invalidez sin bonos","297474.69"
"2016","7","Pensión universal para el adulto mayor con bonos","339971.08"
