"anio","mes","partida_ejecucion_mensual","ejecucion_mensual_millones_pesos_corrientes"
"2014","11","Asistencia a la actividad cooperativa y mutual","2.496876"
"2014","11","Programa social agropecuario","8.03771913"
"2014","11","Formulación de políticas de desarrollo rural","16.7516945"
"2014","11","Monotributo social","0"
"2014","11","Programa de empleo comunitario","2.0076"
"2014","11","Acciones de empleo","199.51572561"
"2014","11","Acciones de capacitación laboral","85.96314709"
"2014","11","Programa de respaldo a estudiantes de Argentina","277.43592"
"2014","11","Asignaciones familiares","2140.1197543"
"2014","11","Inclusión social","1.09393939"
"2014","12","Pensiones no contributivas por invalidez sin bonos","3581.30391349534"
"2014","12","Pensiones no contributivas por invalidez con bonos","3581.30391349534"
"2014","12","Pensiones no contributivas por vejez sin bonos","82.6423447248"
"2014","12","Pensiones no contributivas por vejez con bonos","82.6423447248"
"2014","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1669.8939043275"
"2014","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","1669.8939043275"
"2014","12","Prestaciones previsionales por moratoria previsional sin bonos","13720.93120666"
"2014","12","Prestaciones previsionales por moratoria previsional con bonos","13720.93120666"
"2014","12","Políticas alimentarias","112.78933507"
"2014","12","Apoyo al empleo","512.20289086"
"2014","12","Abordaje territorial","376.81482099"
"2014","12","Economía social","38.90944708"
"2014","12","Asistencia a la actividad cooperativa y mutual","116.23917"
"2014","12","Programa social agropecuario","3.2256"
"2014","12","Formulación de políticas de desarrollo rural","20.626103"
"2014","12","Monotributo social","0"
"2014","12","Programa de empleo comunitario","1.86195"
"2014","12","Acciones de empleo","270.45812469"
"2014","12","Acciones de capacitación laboral","140.51138845"
"2014","12","Programa de respaldo a estudiantes de Argentina","299.71128"
"2014","12","Asignaciones familiares","2022.50525529"
"2014","12","Inclusión social","6"
"2015","1","Pensiones no contributivas por invalidez sin bonos","2380.5541279296"
"2015","1","Pensiones no contributivas por invalidez con bonos","2380.5541279296"
"2015","1","Pensiones no contributivas por vejez sin bonos","39.9747460392"
"2015","1","Pensiones no contributivas por vejez con bonos","39.9747460392"
"2015","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1113.25667823"
"2015","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","1113.25667823"
"2015","1","Prestaciones previsionales por moratoria previsional sin bonos","9167.58478106"
"2015","1","Prestaciones previsionales por moratoria previsional con bonos","9167.58478106"
"2015","1","Políticas alimentarias","0.26999604"
"2015","1","Apoyo al empleo","383.82034748"
"2015","1","Abordaje territorial","53.9985649"
"2015","1","Economía social","23.56386469"
"2015","1","Asistencia a la actividad cooperativa y mutual","0.571"
"2015","1","Programa social agropecuario","10.151664"
"2015","1","Formulación de políticas de desarrollo rural","0"
"2015","1","Monotributo social","0"
"2015","1","Programa de empleo comunitario","2.0154"
"2015","1","Acciones de empleo","28.63365782"
"2015","1","Acciones de capacitación laboral","5.30271612"
"2015","1","Programa de respaldo a estudiantes de Argentina","414.43212"
"2015","1","Asignaciones familiares","2197.73584374"
"2015","2","Pensiones no contributivas por invalidez sin bonos","2377.08038421"
"2015","2","Pensiones no contributivas por invalidez con bonos","2377.08038421"
"2015","2","Pensiones no contributivas por vejez sin bonos","39.9747460392"
"2015","2","Pensiones no contributivas por vejez con bonos","39.9747460392"
"2015","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1113.3827118"
"2015","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","1113.3827118"
"2015","2","Prestaciones previsionales por moratoria previsional sin bonos","829.7440955"
"2015","2","Prestaciones previsionales por moratoria previsional con bonos","829.7440955"
"2015","2","Políticas alimentarias","51.71065325"
"2015","2","Apoyo al empleo","435.52660429"
"2015","2","Abordaje territorial","120.91098285"
"2015","2","Economía social","11.33360126"
"2015","2","Asistencia a la actividad cooperativa y mutual","16.861632"
"2015","2","Programa social agropecuario","10.47111165"
"2015","2","Formulación de políticas de desarrollo rural","11"
"2015","2","Monotributo social","36.18953704"
"2015","2","Programa de empleo comunitario","0.714"
"2015","2","Acciones de empleo","259.97524474"
"2015","2","Acciones de capacitación laboral","57.10517615"
"2015","2","Programa de respaldo a estudiantes de Argentina","357.264852"
"2015","2","Asignaciones familiares","2109.09024664"
"2015","3","Pensiones no contributivas por invalidez sin bonos","2794.5056140386"
"2015","3","Pensiones no contributivas por invalidez con bonos","2794.5056140386"
"2015","3","Pensiones no contributivas por vejez sin bonos","47.2741886232"
"2015","3","Pensiones no contributivas por vejez con bonos","47.2741886232"
"2015","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1304.19466243"
"2015","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","1304.19466243"
"2015","3","Prestaciones previsionales por moratoria previsional sin bonos","20504.6004985"
"2015","3","Prestaciones previsionales por moratoria previsional con bonos","20504.6004985"
"2015","3","Políticas alimentarias","42.15016927"
"2015","3","Apoyo al empleo","421.66234088"
"2015","3","Abordaje territorial","208.77902152"
"2015","3","Economía social","31.96360816"
"2015","3","Asistencia a la actividad cooperativa y mutual","95.610713"
"2015","3","Programa social agropecuario","10.3835145"
"2015","3","Formulación de políticas de desarrollo rural","30.126975"
"2015","3","Monotributo social","148.4737187"
"2015","3","Programa de empleo comunitario","1.1082"
"2015","3","Acciones de empleo","256.53288645"
"2015","3","Acciones de capacitación laboral","70.8136394000001"
"2015","3","Programa de respaldo a estudiantes de Argentina","208.20432"
"2015","3","Asignaciones familiares","1966.15061564"
"2015","4","Pensiones no contributivas por invalidez sin bonos","2796.2792789316"
"2015","4","Pensiones no contributivas por invalidez con bonos","2796.2792789316"
"2015","4","Pensiones no contributivas por vejez sin bonos","47.2741886232"
"2015","4","Pensiones no contributivas por vejez con bonos","47.2741886232"
"2015","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1300.32324994"
"2015","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","1300.32324994"
"2015","4","Prestaciones previsionales por moratoria previsional sin bonos","11706.05445086"
"2015","4","Prestaciones previsionales por moratoria previsional con bonos","11706.05445086"
"2015","4","Políticas alimentarias","22.26848515"
"2015","4","Apoyo al empleo","470.6949117"
"2015","4","Abordaje territorial","207.20556145"
"2015","4","Economía social","13.09725959"
"2015","4","Asistencia a la actividad cooperativa y mutual","13.401528"
"2015","4","Programa social agropecuario","41.932637"
"2015","4","Formulación de políticas de desarrollo rural","13.173025"
"2015","4","Monotributo social","116.3800215"
"2015","4","Programa de empleo comunitario","1.50375"
"2015","4","Acciones de empleo","239.7809833"
"2015","4","Acciones de capacitación laboral","66.92690244"
"2015","4","Programa de respaldo a estudiantes de Argentina","362.1276465"
"2015","4","Asignaciones familiares","3905.2954758"
"2015","5","Pensiones no contributivas por invalidez sin bonos","2813.9779398654"
"2015","5","Pensiones no contributivas por invalidez con bonos","2813.9779398654"
"2015","5","Pensiones no contributivas por vejez sin bonos","47.2741886232"
"2015","5","Pensiones no contributivas por vejez con bonos","47.2741886232"
"2015","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1297.2735094"
"2015","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","1297.2735094"
"2015","5","Prestaciones previsionales por moratoria previsional sin bonos","12206.32853093"
"2015","5","Prestaciones previsionales por moratoria previsional con bonos","12206.32853093"
"2015","5","Políticas alimentarias","36.7616425"
"2015","5","Apoyo al empleo","432.21398493"
"2015","5","Abordaje territorial","247.75417463"
"2015","5","Economía social","13.23208986"
"2015","5","Asistencia a la actividad cooperativa y mutual","0.01228"
"2015","5","Programa social agropecuario","1.78530632"
"2015","5","Formulación de políticas de desarrollo rural","2.03"
"2015","5","Monotributo social","14.53916389"
"2015","5","Programa de empleo comunitario","1.5309"
"2015","5","Acciones de empleo","247.94985519"
"2015","5","Acciones de capacitación laboral","81.41731591"
"2015","5","Programa de respaldo a estudiantes de Argentina","458.61462316"
"2015","5","Asignaciones familiares","2255.30836393"
"2015","6","Pensiones no contributivas por invalidez sin bonos","4220.6763818835"
"2015","6","Pensiones no contributivas por invalidez con bonos","4220.6763818835"
"2015","6","Pensiones no contributivas por vejez sin bonos","70.9112829348"
"2015","6","Pensiones no contributivas por vejez con bonos","70.9112829348"
"2015","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1947.005189745"
"2015","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","1947.005189745"
"2015","6","Prestaciones previsionales por moratoria previsional sin bonos","18041.0092152"
"2015","6","Prestaciones previsionales por moratoria previsional con bonos","18041.0092152"
"2015","6","Políticas alimentarias","92.26099526"
"2015","6","Apoyo al empleo","459.11244568"
"2015","6","Abordaje territorial","290.45303952"
"2015","6","Economía social","27.15382721"
"2015","6","Asistencia a la actividad cooperativa y mutual","113.383678"
"2015","6","Programa social agropecuario","2.08658816"
"2015","6","Formulación de políticas de desarrollo rural","2.35496152"
"2015","6","Monotributo social","32.54824738"
"2015","6","Programa de empleo comunitario","1.74555"
"2015","6","Acciones de empleo","219.41421837"
"2015","6","Acciones de capacitación laboral","92.21343376"
"2015","6","Programa de respaldo a estudiantes de Argentina","595.20576"
"2015","6","Asignaciones familiares","2867.65770457"
"2015","7","Pensiones no contributivas por invalidez sin bonos","2813.4263113572"
"2015","7","Pensiones no contributivas por invalidez con bonos","2813.4263113572"
"2015","7","Pensiones no contributivas por vejez sin bonos","47.2741886232"
"2015","7","Pensiones no contributivas por vejez con bonos","47.2741886232"
"2015","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1295.93208217"
"2015","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","1295.93208217"
"2015","7","Prestaciones previsionales por moratoria previsional sin bonos","12122.01886069"
"2015","7","Prestaciones previsionales por moratoria previsional con bonos","12122.01886069"
"2015","7","Políticas alimentarias","20.40606773"
"2015","7","Apoyo al empleo","591.71920677"
"2015","7","Abordaje territorial","215.36992687"
"2015","7","Economía social","40.9306839"
"2015","7","Asistencia a la actividad cooperativa y mutual","69.40077"
"2015","7","Programa social agropecuario","0"
"2015","7","Formulación de políticas de desarrollo rural","3.78123848"
"2015","7","Monotributo social","10.55063336"
"2015","7","Programa de empleo comunitario","1.94415"
"2015","7","Acciones de empleo","282.96643321"
"2015","7","Acciones de capacitación laboral","79.7635409"
"2015","7","Programa de respaldo a estudiantes de Argentina","616.52874"
"2015","7","Asignaciones familiares","2910.56540065"
"2015","8","Pensiones no contributivas por invalidez sin bonos","2802.5703051192"
"2015","8","Pensiones no contributivas por invalidez con bonos","2802.5703051192"
"2015","8","Pensiones no contributivas por vejez sin bonos","47.2741886232"
"2015","8","Pensiones no contributivas por vejez con bonos","47.2741886232"
"2015","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1290.21859582"
"2015","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","1290.21859582"
"2015","8","Prestaciones previsionales por moratoria previsional sin bonos","12402.48858341"
"2015","8","Prestaciones previsionales por moratoria previsional con bonos","12402.48858341"
"2015","8","Políticas alimentarias","124.70441594"
"2015","8","Apoyo al empleo","489.71066634"
"2015","8","Abordaje territorial","331.6162007"
"2015","8","Economía social","3.5810925"
"2015","8","Asistencia a la actividad cooperativa y mutual","0"
"2015","8","Programa social agropecuario","0"
"2015","8","Formulación de políticas de desarrollo rural","2"
"2015","8","Monotributo social","20"
"2015","8","Programa de empleo comunitario","1.8642"
"2015","8","Acciones de empleo","212.07950441"
"2015","8","Acciones de capacitación laboral","80.43634825"
"2015","8","Programa de respaldo a estudiantes de Argentina","674.1018"
"2015","8","Asignaciones familiares","2994.51387433"
"2015","9","Pensiones no contributivas por invalidez sin bonos","3157.8512220948"
"2015","9","Pensiones no contributivas por invalidez con bonos","3157.8512220948"
"2015","9","Pensiones no contributivas por vejez sin bonos","53.1786843504"
"2015","9","Pensiones no contributivas por vejez con bonos","53.1786843504"
"2015","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1436.82180206"
"2015","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","1436.82180206"
"2015","9","Prestaciones previsionales por moratoria previsional sin bonos","14955.82109778"
"2015","9","Prestaciones previsionales por moratoria previsional con bonos","14955.82109778"
"2015","9","Políticas alimentarias","14.94523369"
"2015","9","Apoyo al empleo","572.44755308"
"2015","9","Abordaje territorial","147.43895927"
"2015","9","Economía social","10.21784984"
"2015","9","Asistencia a la actividad cooperativa y mutual","88.538654"
"2015","9","Programa social agropecuario","0.52247"
"2015","9","Formulación de políticas de desarrollo rural","0"
"2015","9","Monotributo social","8.83714043"
"2015","9","Programa de empleo comunitario","1.61145"
"2015","9","Acciones de empleo","303.28649778"
"2015","9","Acciones de capacitación laboral","108.5349997"
"2015","9","Programa de respaldo a estudiantes de Argentina","663.83106"
"2015","9","Asignaciones familiares","2990.13632578"
"2015","10","Pensiones no contributivas por invalidez sin bonos","3164.6908545924"
"2015","10","Pensiones no contributivas por invalidez con bonos","3164.6908545924"
"2015","10","Pensiones no contributivas por vejez sin bonos","53.1786843504"
"2015","10","Pensiones no contributivas por vejez con bonos","53.1786843504"
"2015","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1426.49116088"
"2015","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","1426.49116088"
"2015","10","Prestaciones previsionales por moratoria previsional sin bonos","13669.4116931"
"2015","10","Prestaciones previsionales por moratoria previsional con bonos","13669.4116931"
"2015","10","Políticas alimentarias","60.79023151"
"2015","10","Apoyo al empleo","640.49016591"
"2015","10","Abordaje territorial","131.44475069"
"2015","10","Economía social","4.86657018"
"2015","10","Asistencia a la actividad cooperativa y mutual","3.0081"
"2015","10","Programa social agropecuario","1.64471002"
"2015","10","Formulación de políticas de desarrollo rural","8.214988"
"2015","10","Monotributo social","0"
"2015","10","Programa de empleo comunitario","1.6134"
"2015","10","Acciones de empleo","118.52434038"
"2015","10","Acciones de capacitación laboral","39.67527871"
"2015","10","Programa de respaldo a estudiantes de Argentina","752.21934"
"2015","10","Asignaciones familiares","3094.79468138"
"2015","11","Pensiones no contributivas por invalidez sin bonos","3189.1188873432"
"2015","11","Pensiones no contributivas por invalidez con bonos","3189.1188873432"
"2015","11","Pensiones no contributivas por vejez sin bonos","53.1786843504"
"2015","11","Pensiones no contributivas por vejez con bonos","53.1786843504"
"2015","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1425.49377896"
"2015","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","1425.49377896"
"2015","11","Prestaciones previsionales por moratoria previsional sin bonos","2456.8671984"
"2015","11","Prestaciones previsionales por moratoria previsional con bonos","2456.8671984"
"2015","11","Políticas alimentarias","68.60167826"
"2015","11","Apoyo al empleo","702.67973149"
"2015","11","Abordaje territorial","333.65557823"
"2015","11","Economía social","21.46712619"
"2015","11","Asistencia a la actividad cooperativa y mutual","23.539853"
"2015","11","Programa social agropecuario","0"
"2015","11","Formulación de políticas de desarrollo rural","1.855012"
"2015","11","Monotributo social","15.33036121"
"2015","11","Programa de empleo comunitario","1.52325"
"2015","11","Acciones de empleo","11.62480731"
"2015","11","Acciones de capacitación laboral","16.16246576"
"2015","11","Programa de respaldo a estudiantes de Argentina","1013.86074"
"2015","11","Asignaciones familiares","309.17420135"
"2015","12","Pensiones no contributivas por invalidez sin bonos","4800.1887849636"
"2015","12","Pensiones no contributivas por invalidez con bonos","5218.5703849636"
"2015","12","Pensiones no contributivas por vejez sin bonos","64.3797562086"
"2015","12","Pensiones no contributivas por vejez con bonos","69.9345562086"
"2015","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","2134.99702767"
"2015","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","2265.41462767"
"2015","12","Prestaciones previsionales por moratoria previsional sin bonos","34938.34455704"
"2015","12","Prestaciones previsionales por moratoria previsional con bonos","36234.87255704"
"2015","12","Políticas alimentarias","70.19868204"
"2015","12","Apoyo al empleo","851.24588123"
"2015","12","Abordaje territorial","113.40529848"
"2015","12","Economía social","4.29079261"
"2015","12","Asistencia a la actividad cooperativa y mutual","106.66106531"
"2015","12","Programa social agropecuario","3.473795"
"2015","12","Formulación de políticas de desarrollo rural","0.176"
"2015","12","Monotributo social","-0.339415"
"2015","12","Programa de empleo comunitario","0.80985"
"2015","12","Acciones de empleo","963.9442414"
"2015","12","Acciones de capacitación laboral","280.16828099"
"2015","12","Programa de respaldo a estudiantes de Argentina","751.90392556"
"2015","12","Asignaciones familiares","6435.05525184"
"2016","1","Pensiones no contributivas por invalidez sin bonos","3217.5637897956"
"2016","1","Pensiones no contributivas por invalidez con bonos","3217.5637897956"
"2016","1","Pensiones no contributivas por vejez sin bonos","42.9198374724"
"2016","1","Pensiones no contributivas por vejez con bonos","42.9198374724"
"2016","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1426.290967986"
"2016","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","1426.290967986"
"2016","1","Prestaciones previsionales por moratoria previsional sin bonos","13392.06545543"
"2016","1","Prestaciones previsionales por moratoria previsional con bonos","13392.06545543"
"2016","1","Políticas alimentarias","0"
"2016","1","Apoyo al empleo","722.53507063"
"2016","1","Abordaje territorial","0.1315"
"2016","1","Economía social","0"
"2016","1","Asistencia a la actividad cooperativa y mutual","0"
"2016","1","Programa social agropecuario","0"
"2016","1","Formulación de políticas de desarrollo rural","0"
"2016","1","Monotributo social","0"
"2016","1","Programa de empleo comunitario","0.5742"
"2016","1","Acciones de empleo","-0.5742"
"2016","1","Acciones de capacitación laboral","0"
"2016","1","Programa de respaldo a estudiantes de Argentina","1.8225"
"2016","1","Asignaciones familiares","3001.5596855"
"2016","2","Pensiones no contributivas por invalidez sin bonos","3208.7458158672"
"2016","2","Pensiones no contributivas por invalidez con bonos","3208.7458158672"
"2016","2","Pensiones no contributivas por vejez sin bonos","42.9198374724"
"2016","2","Pensiones no contributivas por vejez con bonos","42.9198374724"
"2016","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1420.538825706"
"2016","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","1420.538825706"
"2016","2","Prestaciones previsionales por moratoria previsional sin bonos","15217.43043606"
"2016","2","Prestaciones previsionales por moratoria previsional con bonos","15217.43043606"
"2016","2","Políticas alimentarias","110.19868204"
"2016","2","Apoyo al empleo","560.40240191"
"2016","2","Abordaje territorial","17.5624658"
"2016","2","Economía social","3.5706035"
"2016","2","Asistencia a la actividad cooperativa y mutual","0"
"2016","2","Programa social agropecuario","30.5294755"
"2016","2","Formulación de políticas de desarrollo rural","0"
"2016","2","Monotributo social","0"
"2016","2","Programa de empleo comunitario","0"
"2016","2","Acciones de empleo","174.26329972"
"2016","2","Acciones de capacitación laboral","23.15794796"
"2016","2","Programa de respaldo a estudiantes de Argentina","1322.06822"
"2016","2","Asignaciones familiares","2969.01769311"
"2016","3","Pensiones no contributivas por invalidez sin bonos","3685.9033207794"
"2016","3","Pensiones no contributivas por invalidez con bonos","3685.9033207794"
"2016","3","Pensiones no contributivas por vejez sin bonos","45.6841144074"
"2016","3","Pensiones no contributivas por vejez con bonos","45.6841144074"
"2016","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1625.987251257"
"2016","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","1625.987251257"
"2016","3","Prestaciones previsionales por moratoria previsional sin bonos","17542.06179752"
"2016","3","Prestaciones previsionales por moratoria previsional con bonos","17542.06179752"
"2016","3","Políticas alimentarias","70.66374024"
"2016","3","Apoyo al empleo","1275.70444698"
"2016","3","Abordaje territorial","25.55189457"
"2016","3","Economía social","11.52887191"
"2016","3","Asistencia a la actividad cooperativa y mutual","92.315365"
"2016","3","Programa social agropecuario","14.668076"
"2016","3","Formulación de políticas de desarrollo rural","5"
"2016","3","Monotributo social","0"
"2016","3","Programa de empleo comunitario","0.39765"
"2016","3","Acciones de empleo","706.49078168"
"2016","3","Acciones de capacitación laboral","67.10548312"
"2016","3","Programa de respaldo a estudiantes de Argentina","610.6684"
"2016","3","Asignaciones familiares","5240.54508353"
"2016","4","Pensiones no contributivas por invalidez sin bonos","3674.1079147374"
"2016","4","Pensiones no contributivas por invalidez con bonos","3674.1079147374"
"2016","4","Pensiones no contributivas por vejez sin bonos","45.6841144074"
"2016","4","Pensiones no contributivas por vejez con bonos","45.6841144074"
"2016","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1620.750578937"
"2016","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","1620.750578937"
"2016","4","Prestaciones previsionales por moratoria previsional sin bonos","17299.44957967"
"2016","4","Prestaciones previsionales por moratoria previsional con bonos","17299.44957967"
"2016","4","Políticas alimentarias","1.39037214"
"2016","4","Apoyo al empleo","772.03312189"
"2016","4","Abordaje territorial","44.73725582"
"2016","4","Economía social","1.59048"
"2016","4","Asistencia a la actividad cooperativa y mutual","1.542835"
"2016","4","Programa social agropecuario","14.725893"
"2016","4","Formulación de políticas de desarrollo rural","0"
"2016","4","Monotributo social","0"
"2016","4","Programa de empleo comunitario","0.49905"
"2016","4","Acciones de empleo","53.72005661"
"2016","4","Acciones de capacitación laboral","12.48754108"
"2016","4","Programa de respaldo a estudiantes de Argentina","475.64676"
"2016","4","Asignaciones familiares","3134.76602577"
"2016","5","Pensiones no contributivas por invalidez sin bonos","3669.981952518"
"2016","5","Pensiones no contributivas por invalidez con bonos","3669.981952518"
"2016","5","Pensiones no contributivas por vejez sin bonos","45.6841144074"
"2016","5","Pensiones no contributivas por vejez con bonos","45.6841144074"
"2016","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1615.196532537"
"2016","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","1615.196532537"
"2016","5","Prestaciones previsionales por moratoria previsional sin bonos","17322.63382792"
"2016","5","Prestaciones previsionales por moratoria previsional con bonos","17322.63382792"
"2016","5","Políticas alimentarias","80.27753539"
"2016","5","Apoyo al empleo","648.84793444"
"2016","5","Abordaje territorial","125.76686282"
"2016","5","Economía social","7.28926001"
"2016","5","Asistencia a la actividad cooperativa y mutual","68.857939"
"2016","5","Programa social agropecuario","14.895145"
"2016","5","Formulación de políticas de desarrollo rural","0"
"2016","5","Monotributo social","0"
"2016","5","Programa de empleo comunitario","0.86595"
"2016","5","Acciones de empleo","130.44039918"
"2016","5","Acciones de capacitación laboral","28.96552086"
"2016","5","Programa de respaldo a estudiantes de Argentina","904.51596"
"2016","5","Asignaciones familiares","5492.14679422"
"2016","6","Pensiones no contributivas por invalidez sin bonos","5492.3013719154"
"2016","6","Pensiones no contributivas por invalidez con bonos","5492.3013719154"
"2016","6","Pensiones no contributivas por vejez sin bonos","62.1320756931"
"2016","6","Pensiones no contributivas por vejez con bonos","62.1320756931"
"2016","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","2413.5711146055"
"2016","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","2413.5711146055"
"2016","6","Prestaciones previsionales por moratoria previsional sin bonos","25758.64717174"
"2016","6","Prestaciones previsionales por moratoria previsional con bonos","25758.64717174"
"2016","6","Políticas alimentarias","176.64144506"
"2016","6","Apoyo al empleo","563.15850334"
"2016","6","Abordaje territorial","84.2109217"
"2016","6","Economía social","7.11470252"
"2016","6","Asistencia a la actividad cooperativa y mutual","66.64460741"
"2016","6","Programa social agropecuario","49.5809175"
"2016","6","Formulación de políticas de desarrollo rural","17"
"2016","6","Monotributo social","355.557431"
"2016","6","Programa de empleo comunitario","1.92525"
"2016","6","Acciones de empleo","365.09007323"
"2016","6","Acciones de capacitación laboral","88.67843681"
"2016","6","Programa de respaldo a estudiantes de Argentina","637.33806"
"2016","6","Asignaciones familiares","3919.62691029"
"2016","7","Pensiones no contributivas por invalidez sin bonos","3656.6758458552"
"2016","7","Pensiones no contributivas por invalidez con bonos","3656.6758458552"
"2016","7","Pensiones no contributivas por vejez sin bonos","41.4213837954"
"2016","7","Pensiones no contributivas por vejez con bonos","41.4213837954"
"2016","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1605.417443697"
"2016","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","1605.417443697"
"2016","7","Prestaciones previsionales por moratoria previsional sin bonos","17527.01649883"
"2016","7","Prestaciones previsionales por moratoria previsional con bonos","17527.01649883"
"2016","7","Políticas alimentarias","110.13637"
"2016","7","Apoyo al empleo","15.84722172"
"2016","7","Abordaje territorial","97.92208667"
"2016","7","Economía social","15.87969259"
"2016","7","Asistencia a la actividad cooperativa y mutual","0.011"
"2016","7","Programa social agropecuario","19.641044"
"2016","7","Formulación de políticas de desarrollo rural","0"
"2016","7","Monotributo social","0"
"2016","7","Programa de empleo comunitario","3.64815"
"2016","7","Acciones de empleo","101.60718445"
"2016","7","Acciones de capacitación laboral","13.39876592"
"2016","7","Programa de respaldo a estudiantes de Argentina","589.0368"
"2016","7","Asignaciones familiares","3891.55581086"
"2016","8","Pensiones no contributivas por invalidez sin bonos","3651.5209965402"
"2016","8","Pensiones no contributivas por invalidez con bonos","3651.5209965402"
"2016","8","Pensiones no contributivas por vejez sin bonos","41.4213837954"
"2016","8","Pensiones no contributivas por vejez con bonos","41.4213837954"
"2016","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1596.927687057"
"2016","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","1596.927687057"
"2016","8","Prestaciones previsionales por moratoria previsional sin bonos","17261.21111014"
"2016","8","Prestaciones previsionales por moratoria previsional con bonos","17261.21111014"
"2016","8","Políticas alimentarias","64.29344506"
"2016","8","Apoyo al empleo","727.74108884"
"2016","8","Abordaje territorial","89.35723496"
"2016","8","Economía social","10.269927"
"2016","8","Asistencia a la actividad cooperativa y mutual","1.14421775"
"2016","8","Programa social agropecuario","22.271945"
"2016","8","Formulación de políticas de desarrollo rural","2.5"
"2016","8","Monotributo social","150.4341985"
"2016","8","Programa de empleo comunitario","4.8066"
"2016","8","Acciones de empleo","309.26034828"
"2016","8","Acciones de capacitación laboral","42.72512424"
"2016","8","Programa de respaldo a estudiantes de Argentina","776.2150416"
"2016","8","Asignaciones familiares","3711.73199219"
"2016","9","Pensiones no contributivas por invalidez sin bonos","4182.7964123064"
"2016","9","Pensiones no contributivas por invalidez con bonos","4182.7964123064"
"2016","9","Pensiones no contributivas por vejez sin bonos","44.3668505896"
"2016","9","Pensiones no contributivas por vejez con bonos","44.3668505896"
"2016","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1819.938960596"
"2016","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","1819.938960596"
"2016","9","Prestaciones previsionales por moratoria previsional sin bonos","20055.0229003"
"2016","9","Prestaciones previsionales por moratoria previsional con bonos","20055.0229003"
"2016","9","Políticas alimentarias","19.30765577"
"2016","9","Apoyo al empleo","1565.32035619"
"2016","9","Abordaje territorial","140.93983015"
"2016","9","Economía social","19.327548"
"2016","9","Asistencia a la actividad cooperativa y mutual","16.3290993"
"2016","9","Programa social agropecuario","20.206275"
"2016","9","Formulación de políticas de desarrollo rural","5.26"
"2016","9","Monotributo social","311.8610715"
"2016","9","Programa de empleo comunitario","4.9395"
"2016","9","Acciones de empleo","403.75712824"
"2016","9","Acciones de capacitación laboral","54.99581757"
"2016","9","Programa de respaldo a estudiantes de Argentina","879.28074"
"2016","9","Asignaciones familiares","4088.03747845"
"2016","10","Pensiones no contributivas por invalidez sin bonos","4182.387450108"
"2016","10","Pensiones no contributivas por invalidez con bonos","4182.387450108"
"2016","10","Pensiones no contributivas por vejez sin bonos","44.3668505896"
"2016","10","Pensiones no contributivas por vejez con bonos","44.3668505896"
"2016","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1819.452100836"
"2016","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","1819.452100836"
"2016","10","Pensión universal para el adulto mayor sin bonos","3.5343754112"
"2016","10","Pensión universal para el adulto mayor con bonos","3.5343754112"
