"anio","mes","programa_ejecucion_mensual","ejecucion_mensual_millones_pesos_corrientes"
"2012","2","Prestaciones previsionales por moratoria previsional","7383.75111527"
"2012","2","Tarjetas alimentarias","0"
"2012","2","Prestación Alimentar","0"
"2012","2","Proyectos productivos comunitarios","0"
"2012","2","Ellas hacen + Argentina trabaja","117.18857931"
"2012","2","Hacemos futuro","0"
"2012","2","Potenciar trabajo","0"
"2012","2","Monotributo social","0"
"2012","2","Programa de empleo comunitario","0.89535"
"2012","2","Programa de recuperación productiva","0"
"2012","2","Seguro de capacitación y empleo","62.31613198"
"2012","2","Asistencia al trabajo, empleo y producción","0"
"2012","2","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1710.369991"
"2012","2","Ingreso familiar de emergencia","0"
"2012","2","Programa de respaldo a estudiantes de Argentina","0"
"2012","2","Jefes de hogar","0"
"2012","3","Pensiones no contributivas por invalidez","875.2799905"
"2012","3","Pensiones no contributivas por vejez","47.82235883"
"2012","3","Pensiones no contributivas para madres de 7 o más hijos","533.93367909"
"2012","3","Pensión universal para el adulto mayor","0"
"2012","3","Prestaciones previsionales por moratoria previsional","4469.56460633"
"2012","3","Tarjetas alimentarias","0"
"2012","3","Prestación Alimentar","0"
"2012","3","Proyectos productivos comunitarios","0"
"2012","3","Ellas hacen + Argentina trabaja","181.24621716"
"2012","3","Hacemos futuro","0"
"2012","3","Potenciar trabajo","0"
"2012","3","Monotributo social","0"
"2012","3","Programa de empleo comunitario","0.7047"
"2012","3","Programa de recuperación productiva","0"
"2012","3","Seguro de capacitación y empleo","124.572656"
"2012","3","Asistencia al trabajo, empleo y producción","0"
"2012","3","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","821.766491"
"2012","3","Ingreso familiar de emergencia","0"
"2012","3","Programa de respaldo a estudiantes de Argentina","0"
"2012","3","Jefes de hogar","0"
"2012","4","Pensiones no contributivas por invalidez","879.95639362"
"2012","4","Pensiones no contributivas por vejez","47.82235883"
"2012","4","Pensiones no contributivas para madres de 7 o más hijos","535.17476672"
"2012","4","Pensión universal para el adulto mayor","0"
"2012","4","Prestaciones previsionales por moratoria previsional","4314.90653662"
"2012","4","Tarjetas alimentarias","0"
"2012","4","Prestación Alimentar","0"
"2012","4","Proyectos productivos comunitarios","0"
"2012","4","Ellas hacen + Argentina trabaja","201.52882886"
"2012","4","Hacemos futuro","0"
"2012","4","Potenciar trabajo","0"
"2012","4","Monotributo social","0"
"2012","4","Programa de empleo comunitario","0.89295"
"2012","4","Programa de recuperación productiva","0"
"2012","4","Seguro de capacitación y empleo","61.1475075"
"2012","4","Asistencia al trabajo, empleo y producción","0"
"2012","4","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","847.082143"
"2012","4","Ingreso familiar de emergencia","0"
"2012","4","Programa de respaldo a estudiantes de Argentina","0"
"2012","4","Jefes de hogar","0"
"2012","5","Pensiones no contributivas por invalidez","917.05349532"
"2012","5","Pensiones no contributivas por vejez","47.82235883"
"2012","5","Pensiones no contributivas para madres de 7 o más hijos","540.68480493"
"2012","5","Pensión universal para el adulto mayor","0"
"2012","5","Prestaciones previsionales por moratoria previsional","4382.25109358"
"2012","5","Tarjetas alimentarias","0"
"2012","5","Prestación Alimentar","0"
"2012","5","Proyectos productivos comunitarios","0"
"2012","5","Ellas hacen + Argentina trabaja","183.71602519"
"2012","5","Hacemos futuro","0"
"2012","5","Potenciar trabajo","0"
"2012","5","Monotributo social","0"
"2012","5","Programa de empleo comunitario","0.87215"
"2012","5","Programa de recuperación productiva","0"
"2012","5","Seguro de capacitación y empleo","56.77020395"
"2012","5","Asistencia al trabajo, empleo y producción","0"
"2012","5","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","949.822409"
"2012","5","Ingreso familiar de emergencia","0"
"2012","5","Programa de respaldo a estudiantes de Argentina","0"
"2012","5","Jefes de hogar","0"
"2012","6","Pensiones no contributivas por invalidez","1404.26076678"
"2012","6","Pensiones no contributivas por vejez","69.5884155"
"2012","6","Pensiones no contributivas para madres de 7 o más hijos","817.643871975"
"2012","6","Pensión universal para el adulto mayor","0"
"2012","6","Prestaciones previsionales por moratoria previsional","6511.92698432"
"2012","6","Tarjetas alimentarias","0"
"2012","6","Prestación Alimentar","0"
"2012","6","Proyectos productivos comunitarios","0"
"2012","6","Ellas hacen + Argentina trabaja","217.35465834"
"2012","6","Hacemos futuro","0"
"2012","6","Potenciar trabajo","0"
"2012","6","Monotributo social","0"
"2012","6","Programa de empleo comunitario","1.0662"
"2012","6","Programa de recuperación productiva","0"
"2012","6","Seguro de capacitación y empleo","79.89793984"
"2012","6","Asistencia al trabajo, empleo y producción","0"
"2012","6","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","895.859997"
"2012","6","Ingreso familiar de emergencia","0"
"2012","6","Programa de respaldo a estudiantes de Argentina","0"
"2012","6","Jefes de hogar","0"
"2012","7","Pensiones no contributivas por invalidez","962.47152727"
"2012","7","Pensiones no contributivas por vejez","46.392277"
"2012","7","Pensiones no contributivas para madres de 7 o más hijos","551.24466944"
"2012","7","Pensión universal para el adulto mayor","0"
"2012","7","Prestaciones previsionales por moratoria previsional","4415.43355041"
"2012","7","Tarjetas alimentarias","0"
"2012","7","Prestación Alimentar","0"
"2012","7","Proyectos productivos comunitarios","0"
"2012","7","Ellas hacen + Argentina trabaja","210.5219301"
"2012","7","Hacemos futuro","0"
"2012","7","Potenciar trabajo","0"
"2012","7","Monotributo social","0"
"2012","7","Programa de empleo comunitario","1.25265"
"2012","7","Programa de recuperación productiva","0"
"2012","7","Seguro de capacitación y empleo","36.24698772"
"2012","7","Asistencia al trabajo, empleo y producción","0"
"2012","7","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1027.814532"
"2012","7","Ingreso familiar de emergencia","0"
"2012","7","Programa de respaldo a estudiantes de Argentina","0"
"2012","7","Jefes de hogar","0"
"2012","8","Pensiones no contributivas por invalidez","972.10704396"
"2012","8","Pensiones no contributivas por vejez","46.392277"
"2012","8","Pensiones no contributivas para madres de 7 o más hijos","551.69839542"
"2012","8","Pensión universal para el adulto mayor","0"
"2012","8","Prestaciones previsionales por moratoria previsional","4394.10367171"
"2012","8","Tarjetas alimentarias","0"
"2012","8","Prestación Alimentar","0"
"2012","8","Proyectos productivos comunitarios","0"
"2012","8","Ellas hacen + Argentina trabaja","190.61301032"
"2012","8","Hacemos futuro","0"
"2012","8","Potenciar trabajo","0"
"2012","8","Monotributo social","0"
"2012","8","Programa de empleo comunitario","1.359"
"2012","8","Programa de recuperación productiva","0"
"2012","8","Seguro de capacitación y empleo","54.71804785"
"2012","8","Asistencia al trabajo, empleo y producción","0"
"2012","8","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","948.375186"
"2012","8","Ingreso familiar de emergencia","0"
"2012","8","Programa de respaldo a estudiantes de Argentina","0"
"2012","8","Jefes de hogar","0"
"2012","9","Pensiones no contributivas por invalidez","1099.72664312"
"2012","9","Pensiones no contributivas por vejez","51.69027054"
"2012","9","Pensiones no contributivas para madres de 7 o más hijos","613.49148044"
"2012","9","Pensión universal para el adulto mayor","0"
"2012","9","Prestaciones previsionales por moratoria previsional","4912.39921219"
"2012","9","Tarjetas alimentarias","0"
"2012","9","Prestación Alimentar","0"
"2012","9","Proyectos productivos comunitarios","0"
"2012","9","Ellas hacen + Argentina trabaja","199.99999037"
"2012","9","Hacemos futuro","0"
"2012","9","Potenciar trabajo","0"
"2012","9","Monotributo social","0"
"2012","9","Programa de empleo comunitario","1.12455"
"2012","9","Programa de recuperación productiva","0"
"2012","9","Seguro de capacitación y empleo","83.95265094"
"2012","9","Asistencia al trabajo, empleo y producción","0"
"2012","9","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","865.635642"
"2012","9","Ingreso familiar de emergencia","0"
"2012","9","Programa de respaldo a estudiantes de Argentina","0"
"2012","9","Jefes de hogar","0"
"2012","10","Pensiones no contributivas por invalidez","1115.60403723"
"2012","10","Pensiones no contributivas por vejez","51.69027054"
"2012","10","Pensiones no contributivas para madres de 7 o más hijos","616.38172957"
"2012","10","Pensión universal para el adulto mayor","0"
"2012","10","Prestaciones previsionales por moratoria previsional","4874.56696601"
"2012","10","Tarjetas alimentarias","0"
"2012","10","Prestación Alimentar","0"
"2012","10","Proyectos productivos comunitarios","0"
"2012","10","Ellas hacen + Argentina trabaja","179.31527853"
"2012","10","Hacemos futuro","0"
"2012","10","Potenciar trabajo","0"
"2012","10","Monotributo social","0"
"2012","10","Programa de empleo comunitario","1.2603"
"2012","10","Programa de recuperación productiva","0"
"2012","10","Seguro de capacitación y empleo","40.42433507"
"2012","10","Asistencia al trabajo, empleo y producción","0"
"2012","10","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1073.858605"
"2012","10","Ingreso familiar de emergencia","0"
"2012","10","Programa de respaldo a estudiantes de Argentina","0"
"2012","10","Jefes de hogar","0"
"2012","11","Pensiones no contributivas por invalidez","1110.24517103"
"2012","11","Pensiones no contributivas por vejez","51.69027054"
"2012","11","Pensiones no contributivas para madres de 7 o más hijos","621.27747824"
"2012","11","Pensión universal para el adulto mayor","0"
"2012","11","Prestaciones previsionales por moratoria previsional","4988.10467191"
"2012","11","Tarjetas alimentarias","0"
"2012","11","Prestación Alimentar","0"
"2012","11","Proyectos productivos comunitarios","0"
"2012","11","Ellas hacen + Argentina trabaja","191.44769079"
"2012","11","Hacemos futuro","0"
"2012","11","Potenciar trabajo","0"
"2012","11","Monotributo social","0"
"2012","11","Programa de empleo comunitario","1.5213"
"2012","11","Programa de recuperación productiva","0"
"2012","11","Seguro de capacitación y empleo","26.70640786"
"2012","11","Asistencia al trabajo, empleo y producción","0"
"2012","11","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","997.58064622"
"2012","11","Ingreso familiar de emergencia","0"
"2012","11","Programa de respaldo a estudiantes de Argentina","0"
"2012","11","Jefes de hogar","0"
"2012","12","Pensiones no contributivas por invalidez","1667.30943561"
"2012","12","Pensiones no contributivas por vejez","68.29870041"
"2012","12","Pensiones no contributivas para madres de 7 o más hijos","931.871051745"
"2012","12","Pensión universal para el adulto mayor","0"
"2012","12","Prestaciones previsionales por moratoria previsional","7251.35745044"
"2012","12","Tarjetas alimentarias","0"
"2012","12","Prestación Alimentar","0"
"2012","12","Proyectos productivos comunitarios","0"
"2012","12","Ellas hacen + Argentina trabaja","392.49325852"
"2012","12","Hacemos futuro","0"
"2012","12","Potenciar trabajo","0"
"2012","12","Monotributo social","0"
"2012","12","Programa de empleo comunitario","1.956"
"2012","12","Programa de recuperación productiva","0"
"2012","12","Seguro de capacitación y empleo","53.24793862"
"2012","12","Asistencia al trabajo, empleo y producción","0"
"2012","12","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1030.40803782"
"2012","12","Ingreso familiar de emergencia","0"
"2012","12","Programa de respaldo a estudiantes de Argentina","0"
"2012","12","Jefes de hogar","0"
"2013","1","Pensiones no contributivas por invalidez","1121.38973905"
"2013","1","Pensiones no contributivas por vejez","39.89571198"
"2013","1","Pensiones no contributivas para madres de 7 o más hijos","621.68961703"
"2013","1","Pensión universal para el adulto mayor","0"
"2013","1","Prestaciones previsionales por moratoria previsional","0"
"2013","1","Tarjetas alimentarias","0"
"2013","1","Prestación Alimentar","0"
"2013","1","Proyectos productivos comunitarios","0"
"2013","1","Ellas hacen + Argentina trabaja","72.94753057"
"2013","1","Hacemos futuro","0"
"2013","1","Potenciar trabajo","0"
"2013","1","Monotributo social","0"
"2013","1","Programa de empleo comunitario","1.77015"
"2013","1","Programa de recuperación productiva","0"
"2013","1","Seguro de capacitación y empleo","0"
"2013","1","Asistencia al trabajo, empleo y producción","0"
"2013","1","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2013","1","Ingreso familiar de emergencia","0"
"2013","1","Programa de respaldo a estudiantes de Argentina","0"
"2013","1","Jefes de hogar","0"
"2013","2","Pensiones no contributivas por invalidez","1123.91496313"
"2013","2","Pensiones no contributivas por vejez","39.89571198"
"2013","2","Pensiones no contributivas para madres de 7 o más hijos","620.88829649"
"2013","2","Pensión universal para el adulto mayor","0"
"2013","2","Prestaciones previsionales por moratoria previsional","9701.25111379"
"2013","2","Tarjetas alimentarias","0"
"2013","2","Prestación Alimentar","0"
"2013","2","Proyectos productivos comunitarios","0"
"2013","2","Ellas hacen + Argentina trabaja","201.5329169"
"2013","2","Hacemos futuro","0"
"2013","2","Potenciar trabajo","0"
"2013","2","Monotributo social","0"
"2013","2","Programa de empleo comunitario","0.9444"
"2013","2","Programa de recuperación productiva","0"
"2013","2","Seguro de capacitación y empleo","44.12214479"
"2013","2","Asistencia al trabajo, empleo y producción","0"
"2013","2","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","2092.392815"
"2013","2","Ingreso familiar de emergencia","0"
"2013","2","Programa de respaldo a estudiantes de Argentina","0"
"2013","2","Jefes de hogar","0"
"2013","3","Pensiones no contributivas por invalidez","1320.1105253"
"2013","3","Pensiones no contributivas por vejez","45.9517786"
"2013","3","Pensiones no contributivas para madres de 7 o más hijos","719.93779699"
"2013","3","Pensión universal para el adulto mayor","0"
"2013","3","Prestaciones previsionales por moratoria previsional","5559.27703381"
"2013","3","Tarjetas alimentarias","0"
"2013","3","Prestación Alimentar","0"
"2013","3","Proyectos productivos comunitarios","0"
"2013","3","Ellas hacen + Argentina trabaja","183.89158185"
"2013","3","Hacemos futuro","0"
"2013","3","Potenciar trabajo","0"
"2013","3","Monotributo social","0"
"2013","3","Programa de empleo comunitario","0.8841"
"2013","3","Programa de recuperación productiva","0"
"2013","3","Seguro de capacitación y empleo","118.18293119"
"2013","3","Asistencia al trabajo, empleo y producción","0"
"2013","3","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","898.8132737"
"2013","3","Ingreso familiar de emergencia","0"
"2013","3","Programa de respaldo a estudiantes de Argentina","0"
"2013","3","Jefes de hogar","0"
"2013","4","Pensiones no contributivas por invalidez","1344.3885322"
"2013","4","Pensiones no contributivas por vejez","45.9517786"
"2013","4","Pensiones no contributivas para madres de 7 o más hijos","723.30226653"
"2013","4","Pensión universal para el adulto mayor","0"
"2013","4","Prestaciones previsionales por moratoria previsional","5540.98811912"
"2013","4","Tarjetas alimentarias","0"
"2013","4","Prestación Alimentar","0"
"2013","4","Proyectos productivos comunitarios","0"
"2013","4","Ellas hacen + Argentina trabaja","204.91219188"
"2013","4","Hacemos futuro","0"
"2013","4","Potenciar trabajo","0"
"2013","4","Monotributo social","0"
"2013","4","Programa de empleo comunitario","1.14735"
"2013","4","Programa de recuperación productiva","0"
"2013","4","Seguro de capacitación y empleo","3.4556736"
"2013","4","Asistencia al trabajo, empleo y producción","0"
"2013","4","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1003.67846"
"2013","4","Ingreso familiar de emergencia","0"
"2013","4","Programa de respaldo a estudiantes de Argentina","0"
"2013","4","Jefes de hogar","0"
"2013","5","Pensiones no contributivas por invalidez","1369.1951455"
"2013","5","Pensiones no contributivas por vejez","45.9517786"
"2013","5","Pensiones no contributivas para madres de 7 o más hijos","725.75647079"
"2013","5","Pensión universal para el adulto mayor","0"
"2013","5","Prestaciones previsionales por moratoria previsional","5670.35974137"
"2013","5","Tarjetas alimentarias","0"
"2013","5","Prestación Alimentar","0"
"2013","5","Proyectos productivos comunitarios","0"
"2013","5","Ellas hacen + Argentina trabaja","199.74954293"
"2013","5","Hacemos futuro","0"
"2013","5","Potenciar trabajo","0"
"2013","5","Monotributo social","0"
"2013","5","Programa de empleo comunitario","1.3752"
"2013","5","Programa de recuperación productiva","0"
"2013","5","Seguro de capacitación y empleo","30.88944603"
"2013","5","Asistencia al trabajo, empleo y producción","0"
"2013","5","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1193.57171266"
"2013","5","Ingreso familiar de emergencia","0"
"2013","5","Programa de respaldo a estudiantes de Argentina","0"
"2013","5","Jefes de hogar","0"
"2013","6","Pensiones no contributivas por invalidez","2082.77301855"
"2013","6","Pensiones no contributivas por vejez","68.9276679"
"2013","6","Pensiones no contributivas para madres de 7 o más hijos","1093.72479291"
"2013","6","Pensión universal para el adulto mayor","0"
"2013","6","Prestaciones previsionales por moratoria previsional","8551.860422"
"2013","6","Tarjetas alimentarias","0"
"2013","6","Prestación Alimentar","0"
"2013","6","Proyectos productivos comunitarios","0"
"2013","6","Ellas hacen + Argentina trabaja","252.77914202"
"2013","6","Hacemos futuro","0"
"2013","6","Potenciar trabajo","0"
"2013","6","Monotributo social","0"
"2013","6","Programa de empleo comunitario","2.02095"
"2013","6","Programa de recuperación productiva","0"
"2013","6","Seguro de capacitación y empleo","63.66241923"
"2013","6","Asistencia al trabajo, empleo y producción","0"
"2013","6","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1621.14045748"
"2013","6","Ingreso familiar de emergencia","0"
"2013","6","Programa de respaldo a estudiantes de Argentina","0"
"2013","6","Jefes de hogar","0"
"2013","7","Pensiones no contributivas por invalidez","1388.5153457"
"2013","7","Pensiones no contributivas por vejez","45.9517786"
"2013","7","Pensiones no contributivas para madres de 7 o más hijos","728.4359727"
"2013","7","Pensión universal para el adulto mayor","0"
"2013","7","Prestaciones previsionales por moratoria previsional","5612.64723911"
"2013","7","Tarjetas alimentarias","0"
"2013","7","Prestación Alimentar","0"
"2013","7","Proyectos productivos comunitarios","0"
"2013","7","Ellas hacen + Argentina trabaja","268.69276109"
"2013","7","Hacemos futuro","0"
"2013","7","Potenciar trabajo","0"
"2013","7","Monotributo social","0"
"2013","7","Programa de empleo comunitario","2.2644"
"2013","7","Programa de recuperación productiva","0"
"2013","7","Seguro de capacitación y empleo","6.67682806"
"2013","7","Asistencia al trabajo, empleo y producción","0"
"2013","7","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1574.2091328"
"2013","7","Ingreso familiar de emergencia","0"
"2013","7","Programa de respaldo a estudiantes de Argentina","0"
"2013","7","Jefes de hogar","0"
"2013","8","Pensiones no contributivas por invalidez","1397.8471885"
"2013","8","Pensiones no contributivas por vejez","45.9517786"
"2013","8","Pensiones no contributivas para madres de 7 o más hijos","728.23080389"
"2013","8","Pensión universal para el adulto mayor","0"
"2013","8","Prestaciones previsionales por moratoria previsional","5816.02522263"
"2013","8","Tarjetas alimentarias","0"
"2013","8","Prestación Alimentar","0"
"2013","8","Proyectos productivos comunitarios","0"
"2013","8","Ellas hacen + Argentina trabaja","314.87267613"
"2013","8","Hacemos futuro","0"
"2013","8","Potenciar trabajo","0"
"2013","8","Monotributo social","0"
"2013","8","Programa de empleo comunitario","2.63745"
"2013","8","Programa de recuperación productiva","0"
"2013","8","Seguro de capacitación y empleo","29.32455596"
"2013","8","Asistencia al trabajo, empleo y producción","0"
"2013","8","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1518.605706"
"2013","8","Ingreso familiar de emergencia","0"
"2013","8","Programa de respaldo a estudiantes de Argentina","0"
"2013","8","Jefes de hogar","0"
"2013","9","Pensiones no contributivas por invalidez","1608.30830415"
"2013","9","Pensiones no contributivas por vejez","52.57361546"
"2013","9","Pensiones no contributivas para madres de 7 o más hijos","832.63997928"
"2013","9","Pensión universal para el adulto mayor","0"
"2013","9","Prestaciones previsionales por moratoria previsional","6439.0488656"
"2013","9","Tarjetas alimentarias","0"
"2013","9","Prestación Alimentar","0"
"2013","9","Proyectos productivos comunitarios","0"
"2013","9","Ellas hacen + Argentina trabaja","334.55963688"
"2013","9","Hacemos futuro","0"
"2013","9","Potenciar trabajo","0"
"2013","9","Monotributo social","0"
"2013","9","Programa de empleo comunitario","2.58525"
"2013","9","Programa de recuperación productiva","0"
"2013","9","Seguro de capacitación y empleo","103.90865136"
"2013","9","Asistencia al trabajo, empleo y producción","0"
"2013","9","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1477.22428701"
"2013","9","Ingreso familiar de emergencia","0"
"2013","9","Programa de respaldo a estudiantes de Argentina","0"
"2013","9","Jefes de hogar","0"
"2013","10","Pensiones no contributivas por invalidez","1640.95536686"
"2013","10","Pensiones no contributivas por vejez","52.57361546"
"2013","10","Pensiones no contributivas para madres de 7 o más hijos","835.15270186"
"2013","10","Pensión universal para el adulto mayor","0"
"2013","10","Prestaciones previsionales por moratoria previsional","6473.71633834"
"2013","10","Tarjetas alimentarias","0"
"2013","10","Prestación Alimentar","0"
"2013","10","Proyectos productivos comunitarios","0"
"2013","10","Ellas hacen + Argentina trabaja","343.60237324"
"2013","10","Hacemos futuro","0"
"2013","10","Potenciar trabajo","0"
"2013","10","Monotributo social","0"
"2013","10","Programa de empleo comunitario","3.4731"
"2013","10","Programa de recuperación productiva","0"
"2013","10","Seguro de capacitación y empleo","3.488071"
"2013","10","Asistencia al trabajo, empleo y producción","0"
"2013","10","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1521.76282067"
"2013","10","Ingreso familiar de emergencia","0"
"2013","10","Programa de respaldo a estudiantes de Argentina","0"
"2013","10","Jefes de hogar","0"
"2013","11","Pensiones no contributivas por invalidez","1655.59806542"
"2013","11","Pensiones no contributivas por vejez","52.57361546"
"2013","11","Pensiones no contributivas para madres de 7 o más hijos","835.18773616"
"2013","11","Pensión universal para el adulto mayor","0"
"2013","11","Prestaciones previsionales por moratoria previsional","6514.29009019"
"2013","11","Tarjetas alimentarias","0"
"2013","11","Prestación Alimentar","0"
"2013","11","Proyectos productivos comunitarios","0"
"2013","11","Ellas hacen + Argentina trabaja","352.53345353"
"2013","11","Hacemos futuro","0"
"2013","11","Potenciar trabajo","0"
"2013","11","Monotributo social","0"
"2013","11","Programa de empleo comunitario","3.5298"
"2013","11","Programa de recuperación productiva","0"
"2013","11","Seguro de capacitación y empleo","42.25474924"
"2013","11","Asistencia al trabajo, empleo y producción","0"
"2013","11","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","-56.5039231"
"2013","11","Ingreso familiar de emergencia","0"
"2013","11","Programa de respaldo a estudiantes de Argentina","0"
"2013","11","Jefes de hogar","0"
"2013","12","Pensiones no contributivas por invalidez","370.0493413395"
"2013","12","Pensiones no contributivas por vejez","13.352151711"
"2013","12","Pensiones no contributivas para madres de 7 o más hijos","1255.08492852"
"2013","12","Pensión universal para el adulto mayor","0"
"2013","12","Prestaciones previsionales por moratoria previsional","9816.99432567"
"2013","12","Tarjetas alimentarias","0"
"2013","12","Prestación Alimentar","0"
"2013","12","Proyectos productivos comunitarios","0"
"2013","12","Ellas hacen + Argentina trabaja","509.32090972"
"2013","12","Hacemos futuro","0"
"2013","12","Potenciar trabajo","0"
"2013","12","Monotributo social","0"
"2013","12","Programa de empleo comunitario","3.24555"
"2013","12","Programa de recuperación productiva","0"
"2013","12","Seguro de capacitación y empleo","182.42147893"
"2013","12","Asistencia al trabajo, empleo y producción","0"
"2013","12","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","2959.89557137"
"2013","12","Ingreso familiar de emergencia","0"
"2013","12","Programa de respaldo a estudiantes de Argentina","0"
"2013","12","Jefes de hogar","0"
"2014","1","Pensiones no contributivas por invalidez","1699.75087394"
"2014","1","Pensiones no contributivas por vejez","42.22922964"
"2014","1","Pensiones no contributivas para madres de 7 o más hijos","839.13013521"
"2014","1","Pensión universal para el adulto mayor","0"
"2014","1","Prestaciones previsionales por moratoria previsional","6440.43943671"
"2014","1","Tarjetas alimentarias","0"
"2014","1","Prestación Alimentar","0"
"2014","1","Proyectos productivos comunitarios","0"
"2014","1","Ellas hacen + Argentina trabaja","312.89073643"
"2014","1","Hacemos futuro","0"
"2014","1","Potenciar trabajo","0"
"2014","1","Monotributo social","0"
"2014","1","Programa de empleo comunitario","2.3895"
"2014","1","Programa de recuperación productiva","0"
"2014","1","Seguro de capacitación y empleo","23.51032575"
"2014","1","Asistencia al trabajo, empleo y producción","0"
"2014","1","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1485.503279"
"2014","1","Ingreso familiar de emergencia","0"
"2014","1","Programa de respaldo a estudiantes de Argentina","0"
"2014","1","Jefes de hogar","0"
"2014","2","Pensiones no contributivas por invalidez","1708.62804206"
"2014","2","Pensiones no contributivas por vejez","42.22922964"
"2014","2","Pensiones no contributivas para madres de 7 o más hijos","840.56951379"
"2014","2","Pensión universal para el adulto mayor","0"
"2014","2","Prestaciones previsionales por moratoria previsional","6631.86215742"
"2014","2","Tarjetas alimentarias","0"
"2014","2","Prestación Alimentar","0"
"2014","2","Proyectos productivos comunitarios","0"
"2014","2","Ellas hacen + Argentina trabaja","348.8218501"
"2014","2","Hacemos futuro","0"
"2014","2","Potenciar trabajo","0"
"2014","2","Monotributo social","0"
"2014","2","Programa de empleo comunitario","0.27915"
"2014","2","Programa de recuperación productiva","0"
"2014","2","Seguro de capacitación y empleo","28.27030985"
"2014","2","Asistencia al trabajo, empleo y producción","0"
"2014","2","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1434.292374"
"2014","2","Ingreso familiar de emergencia","0"
"2014","2","Programa de respaldo a estudiantes de Argentina","0"
"2014","2","Jefes de hogar","0"
"2014","3","Pensiones no contributivas por invalidez","1920.19507752"
"2014","3","Pensiones no contributivas por vejez","47.00528436"
"2014","3","Pensiones no contributivas para madres de 7 o más hijos","938.42890461"
"2014","3","Pensión universal para el adulto mayor","0"
"2014","3","Prestaciones previsionales por moratoria previsional","7164.2912889"
"2014","3","Tarjetas alimentarias","0"
"2014","3","Prestación Alimentar","0"
"2014","3","Proyectos productivos comunitarios","0"
"2014","3","Ellas hacen + Argentina trabaja","370.37396181"
"2014","3","Hacemos futuro","0"
"2014","3","Potenciar trabajo","0"
"2014","3","Monotributo social","0"
"2014","3","Programa de empleo comunitario","0.52905"
"2014","3","Programa de recuperación productiva","0"
"2014","3","Seguro de capacitación y empleo","56.33128214"
"2014","3","Asistencia al trabajo, empleo y producción","0"
"2014","3","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","-65.07495534"
"2014","3","Ingreso familiar de emergencia","0"
"2014","3","Programa de respaldo a estudiantes de Argentina","0"
"2014","3","Jefes de hogar","0"
"2014","4","Pensiones no contributivas por invalidez","1929.05643012"
"2014","4","Pensiones no contributivas por vejez","47.00528436"
"2014","4","Pensiones no contributivas para madres de 7 o más hijos","939.49993384"
"2014","4","Pensión universal para el adulto mayor","0"
"2014","4","Prestaciones previsionales por moratoria previsional","7252.8842565"
"2014","4","Tarjetas alimentarias","0"
"2014","4","Prestación Alimentar","0"
"2014","4","Proyectos productivos comunitarios","0"
"2014","4","Ellas hacen + Argentina trabaja","338.7001508"
"2014","4","Hacemos futuro","0"
"2014","4","Potenciar trabajo","0"
"2014","4","Monotributo social","0"
"2014","4","Programa de empleo comunitario","0.61305"
"2014","4","Programa de recuperación productiva","0"
"2014","4","Seguro de capacitación y empleo","10.53010112"
"2014","4","Asistencia al trabajo, empleo y producción","0"
"2014","4","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","7.89637"
"2014","4","Ingreso familiar de emergencia","0"
"2014","4","Programa de respaldo a estudiantes de Argentina","0"
"2014","4","Jefes de hogar","0"
