"anio","mes","programa_nivel_beneficio","beneficio_percibido_pesos_corrientes"
"2016","2","Pensiones no contributivas por vejez sin bonos","3009.34"
"2016","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","4299.06"
"2016","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","4299.06"
"2016","2","Prestaciones previsionales por moratoria previsional con bonos","4299.06"
"2016","2","Prestaciones previsionales por moratoria previsional sin bonos","4299.06"
"2016","2","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","429906"
"2016","2","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","429906"
"2016","2","ProHuerta",
"2016","2","Tarjetas alimentarias",
"2016","2","Argentina trabaja","2600"
"2016","2","Ellas hacen","2600"
"2016","2","Programa de empleo comunitario",
"2016","2","Trabajo autogestionado",
"2016","2","Monotributo social",
"2016","2","Seguro de capacitación y empleo","467.07"
"2016","2","Empleo independiente",
"2016","2","Jóvenes con más y mejor trabajo",
"2016","2","Programa de inserción laboral",
"2016","2","Programa de recuperación productiva 1",
"2016","2","Programa de respaldo a estudiantes de Argentina","720"
"2016","2","Asignación por embarazo para protección social","837"
"2016","2","Asignación universal por hijo","837"
"2016","2","Asignación universal por hijo con discapacidad","2730"
"2016","3","Pensiones no contributivas por invalidez con bonos","3471.28"
"2016","3","Pensiones no contributivas por invalidez sin bonos","3471.28"
"2016","3","Pensión universal para el adulto mayor con bonos","3967.18"
"2016","3","Pensión universal para el adulto mayor sin bonos","3967.18"
"2016","3","Pensiones no contributivas por vejez con bonos","3471.28"
"2016","3","Pensiones no contributivas por vejez sin bonos","3471.28"
"2016","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","4958.97"
"2016","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","4958.97"
"2016","3","Prestaciones previsionales por moratoria previsional con bonos","4958.97"
"2016","3","Prestaciones previsionales por moratoria previsional sin bonos","4958.97"
"2016","3","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","495897"
"2016","3","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","495897"
"2016","3","ProHuerta",
"2016","3","Tarjetas alimentarias",
"2016","3","Argentina trabaja","2600"
"2016","3","Ellas hacen","2600"
"2016","3","Programa de empleo comunitario",
"2016","3","Trabajo autogestionado",
"2016","3","Monotributo social",
"2016","3","Seguro de capacitación y empleo","532.59"
"2016","3","Empleo independiente",
"2016","3","Jóvenes con más y mejor trabajo",
"2016","3","Programa de inserción laboral",
"2016","3","Programa de recuperación productiva 1",
"2016","3","Programa de respaldo a estudiantes de Argentina","720"
"2016","3","Asignación por embarazo para protección social","966"
"2016","3","Asignación universal por hijo","966"
"2016","3","Asignación universal por hijo con discapacidad","3150"
"2016","4","Pensiones no contributivas por invalidez con bonos","3471.28"
"2016","4","Pensiones no contributivas por invalidez sin bonos","3471.28"
"2016","4","Pensión universal para el adulto mayor con bonos","3967.18"
"2016","4","Pensión universal para el adulto mayor sin bonos","3967.18"
"2016","4","Pensiones no contributivas por vejez con bonos","3471.28"
"2016","4","Pensiones no contributivas por vejez sin bonos","3471.28"
"2016","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","4958.97"
"2016","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","4958.97"
"2016","4","Prestaciones previsionales por moratoria previsional con bonos","4958.97"
"2016","4","Prestaciones previsionales por moratoria previsional sin bonos","4958.97"
"2016","4","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","495897"
"2016","4","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","495897"
"2016","4","ProHuerta",
"2016","4","Tarjetas alimentarias",
"2016","4","Argentina trabaja","3120"
"2016","4","Ellas hacen","3120"
"2016","4","Programa de empleo comunitario",
"2016","4","Trabajo autogestionado",
"2016","4","Monotributo social",
"2016","4","Seguro de capacitación y empleo","443.59"
"2016","4","Empleo independiente",
"2016","4","Jóvenes con más y mejor trabajo",
"2016","4","Programa de inserción laboral",
"2016","4","Programa de recuperación productiva 1",
"2016","4","Programa de respaldo a estudiantes de Argentina","720"
"2016","4","Asignación por embarazo para protección social","966"
"2016","4","Asignación universal por hijo","966"
"2016","4","Asignación universal por hijo con discapacidad","3150"
"2016","5","Pensiones no contributivas por invalidez con bonos","3471.28"
"2016","5","Pensiones no contributivas por invalidez sin bonos","3471.28"
"2016","5","Pensión universal para el adulto mayor con bonos","3967.18"
"2016","5","Pensión universal para el adulto mayor sin bonos","3967.18"
"2016","5","Pensiones no contributivas por vejez con bonos","3471.28"
"2016","5","Pensiones no contributivas por vejez sin bonos","3471.28"
"2016","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","4958.97"
"2016","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","4958.97"
"2016","5","Prestaciones previsionales por moratoria previsional con bonos","4958.97"
"2016","5","Prestaciones previsionales por moratoria previsional sin bonos","4958.97"
"2016","5","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","495897"
"2016","5","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","495897"
"2016","5","ProHuerta",
"2016","5","Tarjetas alimentarias",
"2016","5","Argentina trabaja","3120"
"2016","5","Ellas hacen","3120"
"2016","5","Programa de empleo comunitario",
"2016","5","Trabajo autogestionado",
"2016","5","Monotributo social",
"2016","5","Seguro de capacitación y empleo","446.52"
"2016","5","Empleo independiente",
"2016","5","Jóvenes con más y mejor trabajo",
"2016","5","Programa de inserción laboral",
"2016","5","Programa de recuperación productiva 1",
"2016","5","Programa de respaldo a estudiantes de Argentina","720"
"2016","5","Asignación por embarazo para protección social","966"
"2016","5","Asignación universal por hijo","966"
"2016","5","Asignación universal por hijo con discapacidad","3150"
"2016","6","Pensiones no contributivas por invalidez con bonos","5206.92"
"2016","6","Pensiones no contributivas por invalidez sin bonos","5206.92"
"2016","6","Pensión universal para el adulto mayor con bonos","5950.76"
"2016","6","Pensión universal para el adulto mayor sin bonos","5950.76"
"2016","6","Pensiones no contributivas por vejez con bonos","5206.92"
"2016","6","Pensiones no contributivas por vejez sin bonos","5206.92"
"2016","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","7438.46"
"2016","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","7438.46"
"2016","6","Prestaciones previsionales por moratoria previsional con bonos","7438.46"
"2016","6","Prestaciones previsionales por moratoria previsional sin bonos","7438.46"
"2016","6","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","495897"
"2016","6","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","495897"
"2016","6","ProHuerta",
"2016","6","Tarjetas alimentarias",
"2016","6","Argentina trabaja","3120"
"2016","6","Ellas hacen","3120"
"2016","6","Programa de empleo comunitario",
"2016","6","Trabajo autogestionado",
"2016","6","Monotributo social",
"2016","6","Seguro de capacitación y empleo","465.94"
"2016","6","Empleo independiente",
"2016","6","Jóvenes con más y mejor trabajo",
"2016","6","Programa de inserción laboral",
"2016","6","Programa de recuperación productiva 1",
"2016","6","Programa de respaldo a estudiantes de Argentina","720"
"2016","6","Asignación por embarazo para protección social","966"
"2016","6","Asignación universal por hijo","966"
"2016","6","Asignación universal por hijo con discapacidad","3150"
"2016","7","Pensiones no contributivas por invalidez con bonos","3471.28"
"2016","7","Pensiones no contributivas por invalidez sin bonos","3471.28"
"2016","7","Pensión universal para el adulto mayor con bonos","3967.18"
"2016","7","Pensión universal para el adulto mayor sin bonos","3967.18"
"2016","7","Pensiones no contributivas por vejez con bonos","3471.28"
"2016","7","Pensiones no contributivas por vejez sin bonos","3471.28"
"2016","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","4958.97"
"2016","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","4958.97"
"2016","7","Prestaciones previsionales por moratoria previsional con bonos","4958.97"
"2016","7","Prestaciones previsionales por moratoria previsional sin bonos","4958.97"
"2016","7","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","495897"
"2016","7","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","495897"
"2016","7","ProHuerta",
"2016","7","Tarjetas alimentarias",
"2016","7","Argentina trabaja","3120"
"2016","7","Ellas hacen","3120"
"2016","7","Programa de empleo comunitario",
"2016","7","Trabajo autogestionado",
"2016","7","Monotributo social",
"2016","7","Seguro de capacitación y empleo","500.43"
"2016","7","Empleo independiente",
"2016","7","Jóvenes con más y mejor trabajo",
"2016","7","Programa de inserción laboral",
"2016","7","Programa de recuperación productiva 1",
"2016","7","Programa de respaldo a estudiantes de Argentina","720"
"2016","7","Asignación por embarazo para protección social","966"
"2016","7","Asignación universal por hijo","966"
"2016","7","Asignación universal por hijo con discapacidad","3150"
"2016","8","Pensiones no contributivas por invalidez con bonos","3471.28"
"2016","8","Pensiones no contributivas por invalidez sin bonos","3471.28"
"2016","8","Pensión universal para el adulto mayor con bonos","3967.18"
"2016","8","Pensión universal para el adulto mayor sin bonos","3967.18"
"2016","8","Pensiones no contributivas por vejez con bonos","3471.28"
"2016","8","Pensiones no contributivas por vejez sin bonos","3471.28"
"2016","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","4958.97"
"2016","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","4958.97"
"2016","8","Prestaciones previsionales por moratoria previsional con bonos","4958.97"
"2016","8","Prestaciones previsionales por moratoria previsional sin bonos","4958.97"
"2016","8","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","495897"
"2016","8","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","495897"
"2016","8","ProHuerta",
"2016","8","Tarjetas alimentarias",
"2016","8","Argentina trabaja","3430"
"2016","8","Ellas hacen","3430"
"2016","8","Programa de empleo comunitario",
"2016","8","Trabajo autogestionado",
"2016","8","Monotributo social",
"2016","8","Seguro de capacitación y empleo","501.66"
"2016","8","Empleo independiente",
"2016","8","Jóvenes con más y mejor trabajo",
"2016","8","Programa de inserción laboral",
"2016","8","Programa de recuperación productiva 1",
"2016","8","Programa de respaldo a estudiantes de Argentina","720"
"2016","8","Asignación por embarazo para protección social","966"
"2016","8","Asignación universal por hijo","966"
"2016","8","Asignación universal por hijo con discapacidad","3150"
"2016","9","Pensiones no contributivas por invalidez con bonos","3962.81"
"2016","9","Pensiones no contributivas por invalidez sin bonos","3962.81"
"2016","9","Pensión universal para el adulto mayor con bonos","4528.93"
"2016","9","Pensión universal para el adulto mayor sin bonos","4528.93"
"2016","9","Pensiones no contributivas por vejez con bonos","3962.81"
"2016","9","Pensiones no contributivas por vejez sin bonos","3962.81"
"2016","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","5661.16"
"2016","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","5661.16"
"2016","9","Prestaciones previsionales por moratoria previsional con bonos","5661.16"
"2016","9","Prestaciones previsionales por moratoria previsional sin bonos","5661.16"
"2016","9","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","566116"
"2016","9","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","566116"
"2016","9","ProHuerta",
"2016","9","Tarjetas alimentarias",
"2016","9","Argentina trabaja","3430"
"2016","9","Ellas hacen","3430"
"2016","9","Programa de empleo comunitario",
"2016","9","Trabajo autogestionado",
"2016","9","Monotributo social",
"2016","9","Seguro de capacitación y empleo","484.82"
"2016","9","Empleo independiente",
"2016","9","Jóvenes con más y mejor trabajo",
"2016","9","Programa de inserción laboral",
"2016","9","Programa de recuperación productiva 1",
"2016","9","Programa de respaldo a estudiantes de Argentina","720"
"2016","9","Asignación por embarazo para protección social","1103"
"2016","9","Asignación universal por hijo","1103"
"2016","9","Asignación universal por hijo con discapacidad","3597"
"2016","10","Pensiones no contributivas por invalidez con bonos","3962.81"
"2016","10","Pensiones no contributivas por invalidez sin bonos","3962.81"
"2016","10","Pensión universal para el adulto mayor con bonos","4528.93"
"2016","10","Pensión universal para el adulto mayor sin bonos","4528.93"
"2016","10","Pensiones no contributivas por vejez con bonos","3962.81"
"2016","10","Pensiones no contributivas por vejez sin bonos","3962.81"
"2016","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","5661.16"
"2016","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","5661.16"
"2016","10","Prestaciones previsionales por moratoria previsional con bonos","5661.16"
"2016","10","Prestaciones previsionales por moratoria previsional sin bonos","5661.16"
"2016","10","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","566116"
"2016","10","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","566116"
"2016","10","ProHuerta",
"2016","10","Tarjetas alimentarias",
"2016","10","Argentina trabaja","3430"
"2016","10","Ellas hacen","3430"
"2016","10","Programa de empleo comunitario",
"2016","10","Trabajo autogestionado",
"2016","10","Monotributo social",
"2016","10","Seguro de capacitación y empleo","537.51"
"2016","10","Empleo independiente",
"2016","10","Jóvenes con más y mejor trabajo",
"2016","10","Programa de inserción laboral",
"2016","10","Programa de recuperación productiva 1",
"2016","10","Programa de respaldo a estudiantes de Argentina","720"
"2016","10","Asignación por embarazo para protección social","1103"
"2016","10","Asignación universal por hijo","1103"
"2016","10","Asignación universal por hijo con discapacidad","3597"
"2016","11","Pensiones no contributivas por invalidez con bonos","3962.81"
"2016","11","Pensiones no contributivas por invalidez sin bonos","3962.81"
"2016","11","Pensión universal para el adulto mayor con bonos","4528.93"
"2016","11","Pensión universal para el adulto mayor sin bonos","4528.93"
"2016","11","Pensiones no contributivas por vejez con bonos","3962.81"
"2016","11","Pensiones no contributivas por vejez sin bonos","3962.81"
"2016","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","5661.16"
"2016","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","5661.16"
"2016","11","Prestaciones previsionales por moratoria previsional con bonos","5661.16"
"2016","11","Prestaciones previsionales por moratoria previsional sin bonos","5661.16"
"2016","11","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","566116"
"2016","11","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","566116"
"2016","11","ProHuerta",
"2016","11","Tarjetas alimentarias",
"2016","11","Argentina trabaja","3430"
"2016","11","Ellas hacen","3430"
"2016","11","Programa de empleo comunitario",
"2016","11","Trabajo autogestionado",
"2016","11","Monotributo social",
"2016","11","Seguro de capacitación y empleo","557.32"
"2016","11","Empleo independiente",
"2016","11","Jóvenes con más y mejor trabajo",
"2016","11","Programa de inserción laboral",
"2016","11","Programa de recuperación productiva 1",
"2016","11","Programa de respaldo a estudiantes de Argentina","720"
"2016","11","Asignación por embarazo para protección social","1103"
"2016","11","Asignación universal por hijo","1103"
"2016","11","Asignación universal por hijo con discapacidad","3597"
"2016","12","Pensiones no contributivas por invalidez con bonos","5944.22"
"2016","12","Pensiones no contributivas por invalidez sin bonos","5944.22"
"2016","12","Pensión universal para el adulto mayor con bonos","6793.39"
"2016","12","Pensión universal para el adulto mayor sin bonos","6793.39"
"2016","12","Pensiones no contributivas por vejez con bonos","5944.22"
"2016","12","Pensiones no contributivas por vejez sin bonos","5944.22"
"2016","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","8491.74"
"2016","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","8491.74"
"2016","12","Prestaciones previsionales por moratoria previsional con bonos","8491.74"
"2016","12","Prestaciones previsionales por moratoria previsional sin bonos","8491.74"
"2016","12","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","566116"
"2016","12","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","566116"
"2016","12","ProHuerta",
"2016","12","Tarjetas alimentarias",
"2016","12","Argentina trabaja","4030"
"2016","12","Ellas hacen","4030"
"2016","12","Programa de empleo comunitario",
"2016","12","Trabajo autogestionado",
"2016","12","Monotributo social",
"2016","12","Seguro de capacitación y empleo","592.93"
"2016","12","Empleo independiente",
"2016","12","Jóvenes con más y mejor trabajo",
"2016","12","Programa de inserción laboral",
"2016","12","Programa de recuperación productiva 1",
"2016","12","Programa de respaldo a estudiantes de Argentina","720"
"2016","12","Asignación por embarazo para protección social","1103"
"2016","12","Asignación universal por hijo","1103"
"2016","12","Asignación universal por hijo con discapacidad","3597"
"2017","1","Pensiones no contributivas por invalidez con bonos","3962.81"
"2017","1","Pensiones no contributivas por invalidez sin bonos","3962.81"
"2017","1","Pensión universal para el adulto mayor con bonos","4528.93"
"2017","1","Pensión universal para el adulto mayor sin bonos","4528.93"
"2017","1","Pensiones no contributivas por vejez con bonos","3962.81"
"2017","1","Pensiones no contributivas por vejez sin bonos","3962.81"
"2017","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","5661.16"
"2017","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","5661.16"
"2017","1","Prestaciones previsionales por moratoria previsional con bonos","5661.16"
"2017","1","Prestaciones previsionales por moratoria previsional sin bonos","5661.16"
"2017","1","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","566116"
"2017","1","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","566116"
"2017","1","ProHuerta",
"2017","1","Tarjetas alimentarias",
"2017","1","Argentina trabaja","4430"
"2017","1","Ellas hacen","4430"
"2017","1","Programa de empleo comunitario",
"2017","1","Trabajo autogestionado",
"2017","1","Monotributo social",
"2017","1","Seguro de capacitación y empleo","580.52"
"2017","1","Empleo independiente",
"2017","1","Jóvenes con más y mejor trabajo",
"2017","1","Programa de inserción laboral",
"2017","1","Programa de recuperación productiva 1",
"2017","1","Programa de respaldo a estudiantes de Argentina","720"
"2017","1","Asignación por embarazo para protección social","1103"
"2017","1","Asignación universal por hijo","1103"
"2017","1","Asignación universal por hijo con discapacidad","3597"
"2017","2","Pensiones no contributivas por invalidez con bonos","3962.81"
"2017","2","Pensiones no contributivas por invalidez sin bonos","3962.81"
"2017","2","Pensión universal para el adulto mayor con bonos","4528.93"
"2017","2","Pensión universal para el adulto mayor sin bonos","4528.93"
"2017","2","Pensiones no contributivas por vejez con bonos","3962.81"
"2017","2","Pensiones no contributivas por vejez sin bonos","3962.81"
"2017","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","5661.16"
"2017","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","5661.16"
"2017","2","Prestaciones previsionales por moratoria previsional con bonos","5661.16"
"2017","2","Prestaciones previsionales por moratoria previsional sin bonos","5661.16"
"2017","2","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","566116"
"2017","2","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","566116"
"2017","2","ProHuerta",
"2017","2","Tarjetas alimentarias",
"2017","2","Argentina trabaja","4430"
"2017","2","Ellas hacen","4430"
"2017","2","Programa de empleo comunitario",
"2017","2","Trabajo autogestionado",
"2017","2","Monotributo social",
"2017","2","Seguro de capacitación y empleo","585.26"
"2017","2","Empleo independiente",
"2017","2","Jóvenes con más y mejor trabajo",
"2017","2","Programa de inserción laboral",
"2017","2","Programa de recuperación productiva 1",
"2017","2","Programa de respaldo a estudiantes de Argentina","720"
"2017","2","Asignación por embarazo para protección social","1103"
"2017","2","Asignación universal por hijo","1103"
"2017","2","Asignación universal por hijo con discapacidad","3597"
"2017","3","Pensiones no contributivas por invalidez con bonos","4476.4"
"2017","3","Pensiones no contributivas por invalidez sin bonos","4476.4"
"2017","3","Pensión universal para el adulto mayor con bonos","5115.88"
"2017","3","Pensión universal para el adulto mayor sin bonos","5115.88"
"2017","3","Pensiones no contributivas por vejez con bonos","4476.4"
"2017","3","Pensiones no contributivas por vejez sin bonos","4476.4"
"2017","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","6394.85"
"2017","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","6394.85"
"2017","3","Prestaciones previsionales por moratoria previsional con bonos","6394.85"
"2017","3","Prestaciones previsionales por moratoria previsional sin bonos","6394.85"
"2017","3","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","639485"
"2017","3","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","639485"
"2017","3","ProHuerta",
"2017","3","Tarjetas alimentarias",
"2017","3","Argentina trabaja","4430"
"2017","3","Ellas hacen","4430"
"2017","3","Programa de empleo comunitario",
"2017","3","Trabajo autogestionado",
"2017","3","Monotributo social",
"2017","3","Seguro de capacitación y empleo","594.79"
"2017","3","Empleo independiente",
"2017","3","Jóvenes con más y mejor trabajo",
"2017","3","Programa de inserción laboral",
"2017","3","Programa de recuperación productiva 1",
"2017","3","Programa de respaldo a estudiantes de Argentina","720"
"2017","3","Asignación por embarazo para protección social","1246"
"2017","3","Asignación universal por hijo","1246"
"2017","3","Asignación universal por hijo con discapacidad","4064"
"2017","4","Pensiones no contributivas por invalidez con bonos","4476.4"
"2017","4","Pensiones no contributivas por invalidez sin bonos","4476.4"
"2017","4","Pensión universal para el adulto mayor con bonos","5115.88"
"2017","4","Pensión universal para el adulto mayor sin bonos","5115.88"
"2017","4","Pensiones no contributivas por vejez con bonos","4476.4"
"2017","4","Pensiones no contributivas por vejez sin bonos","4476.4"
"2017","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","6394.85"
"2017","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","6394.85"
"2017","4","Prestaciones previsionales por moratoria previsional con bonos","6394.85"
"2017","4","Prestaciones previsionales por moratoria previsional sin bonos","6394.85"
"2017","4","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","639485"
"2017","4","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","639485"
"2017","4","ProHuerta",
"2017","4","Tarjetas alimentarias",
"2017","4","Argentina trabaja","4430"
"2017","4","Ellas hacen","4430"
"2017","4","Programa de empleo comunitario",
"2017","4","Trabajo autogestionado",
"2017","4","Monotributo social",
"2017","4","Proyectos productivos comunitarios","4430"
"2017","4","Seguro de capacitación y empleo","581.48"
"2017","4","Empleo independiente",
"2017","4","Jóvenes con más y mejor trabajo",
"2017","4","Programa de inserción laboral",
"2017","4","Programa de recuperación productiva 1",
"2017","4","Programa de respaldo a estudiantes de Argentina","797.22"
"2017","4","Asignación por embarazo para protección social","1246"
"2017","4","Asignación universal por hijo","1246"
"2017","4","Asignación universal por hijo con discapacidad","4064"
"2017","5","Pensiones no contributivas por invalidez con bonos","4476.4"
"2017","5","Pensiones no contributivas por invalidez sin bonos","4476.4"
"2017","5","Pensión universal para el adulto mayor con bonos","5115.88"
"2017","5","Pensión universal para el adulto mayor sin bonos","5115.88"
"2017","5","Pensiones no contributivas por vejez con bonos","4476.4"
"2017","5","Pensiones no contributivas por vejez sin bonos","4476.4"
"2017","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","6394.85"
"2017","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","6394.85"
"2017","5","Prestaciones previsionales por moratoria previsional con bonos","6394.85"
"2017","5","Prestaciones previsionales por moratoria previsional sin bonos","6394.85"
"2017","5","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","639485"
"2017","5","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","639485"
"2017","5","ProHuerta",
"2017","5","Tarjetas alimentarias",
"2017","5","Argentina trabaja","4430"
"2017","5","Ellas hacen","4430"
"2017","5","Programa de empleo comunitario",
"2017","5","Trabajo autogestionado",
"2017","5","Monotributo social",
"2017","5","Proyectos productivos comunitarios","4430"
"2017","5","Seguro de capacitación y empleo","596.12"
"2017","5","Empleo independiente",
"2017","5","Jóvenes con más y mejor trabajo",
"2017","5","Programa de inserción laboral",
"2017","5","Programa de recuperación productiva 1",
"2017","5","Programa de respaldo a estudiantes de Argentina","842.56"
"2017","5","Asignación por embarazo para protección social","1246"
"2017","5","Asignación universal por hijo","1246"
"2017","5","Asignación universal por hijo con discapacidad","4064"
"2017","6","Pensiones no contributivas por invalidez con bonos","6714.59"
"2017","6","Pensiones no contributivas por invalidez sin bonos","6714.59"
"2017","6","Pensión universal para el adulto mayor con bonos","7673.82"
"2017","6","Pensión universal para el adulto mayor sin bonos","7673.82"
"2017","6","Pensiones no contributivas por vejez con bonos","6714.59"
"2017","6","Pensiones no contributivas por vejez sin bonos","6714.59"
"2017","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","9592.28"
"2017","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","9592.28"
"2017","6","Prestaciones previsionales por moratoria previsional con bonos","9592.28"
"2017","6","Prestaciones previsionales por moratoria previsional sin bonos","9592.28"
"2017","6","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","639485"
"2017","6","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","639485"
"2017","6","ProHuerta",
"2017","6","Tarjetas alimentarias",
"2017","6","Argentina trabaja","4430"
"2017","6","Ellas hacen","4430"
"2017","6","Programa de empleo comunitario",
"2017","6","Trabajo autogestionado",
"2017","6","Monotributo social",
"2017","6","Proyectos productivos comunitarios","4430"
"2017","6","Seguro de capacitación y empleo","638.1"
"2017","6","Empleo independiente",
"2017","6","Jóvenes con más y mejor trabajo",
"2017","6","Programa de inserción laboral",
"2017","6","Programa de recuperación productiva 1",
"2017","6","Programa de respaldo a estudiantes de Argentina","1150.52"
"2017","6","Asignación por embarazo para protección social","1246"
"2017","6","Asignación universal por hijo","1246"
"2017","6","Asignación universal por hijo con discapacidad","4064"
"2017","7","Pensiones no contributivas por invalidez con bonos","4476.4"
"2017","7","Pensiones no contributivas por invalidez sin bonos","4476.4"
"2017","7","Pensión universal para el adulto mayor con bonos","5115.88"
"2017","7","Pensión universal para el adulto mayor sin bonos","5115.88"
"2017","7","Pensiones no contributivas por vejez con bonos","4476.4"
"2017","7","Pensiones no contributivas por vejez sin bonos","4476.4"
"2017","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","6394.85"
"2017","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","6394.85"
"2017","7","Prestaciones previsionales por moratoria previsional con bonos","6394.85"
"2017","7","Prestaciones previsionales por moratoria previsional sin bonos","6394.85"
"2017","7","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","639485"
"2017","7","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","639485"
"2017","7","ProHuerta",
"2017","7","Tarjetas alimentarias",
"2017","7","Argentina trabaja","4430"
"2017","7","Ellas hacen","4430"
"2017","7","Programa de empleo comunitario",
"2017","7","Trabajo autogestionado",
"2017","7","Monotributo social",
"2017","7","Proyectos productivos comunitarios","4430"
"2017","7","Seguro de capacitación y empleo","633.08"
"2017","7","Empleo independiente",
"2017","7","Jóvenes con más y mejor trabajo",
"2017","7","Programa de inserción laboral",
"2017","7","Programa de recuperación productiva 1",
"2017","7","Programa de respaldo a estudiantes de Argentina","1004.76"
"2017","7","Asignación por embarazo para protección social","1246"
"2017","7","Asignación universal por hijo","1246"
"2017","7","Asignación universal por hijo con discapacidad","4064"
"2017","8","Pensiones no contributivas por invalidez con bonos","4476.4"
"2017","8","Pensiones no contributivas por invalidez sin bonos","4476.4"
"2017","8","Pensión universal para el adulto mayor con bonos","5115.88"
"2017","8","Pensión universal para el adulto mayor sin bonos","5115.88"
"2017","8","Pensiones no contributivas por vejez con bonos","4476.4"
"2017","8","Pensiones no contributivas por vejez sin bonos","4476.4"
"2017","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","6394.85"
"2017","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","6394.85"
"2017","8","Prestaciones previsionales por moratoria previsional con bonos","6394.85"
"2017","8","Prestaciones previsionales por moratoria previsional sin bonos","6394.85"
"2017","8","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","639485"
"2017","8","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","639485"
"2017","8","ProHuerta",
"2017","8","Tarjetas alimentarias",
"2017","8","Argentina trabaja","4430"
"2017","8","Ellas hacen","4430"
"2017","8","Programa de empleo comunitario",
"2017","8","Trabajo autogestionado",
"2017","8","Monotributo social",
