"anio","mes","programa_ejecucion_mensual","ejecucion_mensual_millones_pesos_constantes"
"2015","4","Ellas hacen + Argentina trabaja","60404.9142654198"
"2015","4","Monotributo social","14935.205472108"
"2015","4","Programa de empleo comunitario","192.978270146499"
"2015","4","Seguro de capacitación y empleo","12325.9524695949"
"2015","4","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","501171.847269049"
"2015","4","Programa de respaldo a estudiantes de Argentina","46472.330369937"
"2015","5","Pensiones no contributivas por invalidez sin bonos","354123.83492959"
"2015","5","Pensiones no contributivas por invalidez con bonos","354123.83492959"
"2015","5","Pensiones no contributivas por vejez sin bonos","5949.19978982961"
"2015","5","Pensiones no contributivas por vejez con bonos","5949.19978982961"
"2015","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","163254.8228588"
"2015","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","163254.8228588"
"2015","5","Prestaciones previsionales por moratoria previsional sin bonos","1536100.12663787"
"2015","5","Prestaciones previsionales por moratoria previsional con bonos","1536100.12663787"
"2015","5","Ellas hacen + Argentina trabaja","54391.7817141569"
"2015","5","Monotributo social","1829.67478190071"
"2015","5","Programa de empleo comunitario","192.655447369869"
"2015","5","Seguro de capacitación y empleo","7146.65340224946"
"2015","5","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","283818.304141316"
"2015","5","Programa de respaldo a estudiantes de Argentina","57714.1585964162"
"2015","6","Pensiones no contributivas por invalidez sin bonos","521882.48867611"
"2015","6","Pensiones no contributivas por invalidez con bonos","521882.48867611"
"2015","6","Pensiones no contributivas por vejez sin bonos","8768.11047918212"
"2015","6","Pensiones no contributivas por vejez con bonos","8768.11047918212"
"2015","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","240745.279181054"
"2015","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","240745.279181054"
"2015","6","Prestaciones previsionales por moratoria previsional sin bonos","2230753.06788994"
"2015","6","Prestaciones previsionales por moratoria previsional con bonos","2230753.06788994"
"2015","6","Ellas hacen + Argentina trabaja","56768.8029250728"
"2015","6","Monotributo social","4024.55881659892"
"2015","6","Programa de empleo comunitario","215.835542857246"
"2015","6","Seguro de capacitación y empleo","6636.44790907198"
"2015","6","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","354583.058288007"
"2015","6","Programa de respaldo a estudiantes de Argentina","73596.6075571367"
"2015","7","Pensiones no contributivas por invalidez sin bonos","341877.597939606"
"2015","7","Pensiones no contributivas por invalidez con bonos","341877.597939606"
"2015","7","Pensiones no contributivas por vejez sin bonos","5744.59191833139"
"2015","7","Pensiones no contributivas por vejez con bonos","5744.59191833139"
"2015","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","157477.075392611"
"2015","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","157477.075392611"
"2015","7","Prestaciones previsionales por moratoria previsional sin bonos","1473024.78602047"
"2015","7","Prestaciones previsionales por moratoria previsional con bonos","1473024.78602047"
"2015","7","Ellas hacen + Argentina trabaja","71903.6216618267"
"2015","7","Monotributo social","1282.07558708664"
"2015","7","Programa de empleo comunitario","236.246220258618"
"2015","7","Seguro de capacitación y empleo","6813.93155251922"
"2015","7","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","353681.595925764"
"2015","7","Programa de respaldo a estudiantes de Argentina","74918.3882446357"
"2015","8","Pensiones no contributivas por invalidez sin bonos","334740.848001081"
"2015","8","Pensiones no contributivas por invalidez con bonos","334740.848001081"
"2015","8","Pensiones no contributivas por vejez sin bonos","5646.4603080207"
"2015","8","Pensiones no contributivas por vejez con bonos","5646.4603080207"
"2015","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","154104.561117578"
"2015","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","154104.561117578"
"2015","8","Prestaciones previsionales por moratoria previsional sin bonos","1481361.42674138"
"2015","8","Prestaciones previsionales por moratoria previsional con bonos","1481361.42674138"
"2015","8","Ellas hacen + Argentina trabaja","58491.3653821269"
"2015","8","Monotributo social","2388.81320757335"
"2015","8","Programa de empleo comunitario","222.661279077912"
"2015","8","Seguro de capacitación y empleo","6762.1153602856"
"2015","8","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","357666.714663057"
"2015","8","Programa de respaldo a estudiantes de Argentina","80515.1641544485"
"2015","9","Pensiones no contributivas por invalidez sin bonos","370467.247119011"
"2015","9","Pensiones no contributivas por invalidez con bonos","370467.247119011"
"2015","9","Pensiones no contributivas por vejez sin bonos","6238.72355317444"
"2015","9","Pensiones no contributivas por vejez con bonos","6238.72355317444"
"2015","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","168562.538312568"
"2015","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","168562.538312568"
"2015","9","Prestaciones previsionales por moratoria previsional sin bonos","1754560.76959304"
"2015","9","Prestaciones previsionales por moratoria previsional con bonos","1754560.76959304"
"2015","9","Ellas hacen + Argentina trabaja","67157.3972914658"
"2015","9","Monotributo social","1036.74013031382"
"2015","9","Programa de empleo comunitario","189.049262736928"
"2015","9","Seguro de capacitación y empleo","6786.22873872923"
"2015","9","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","350791.56528072"
"2015","9","Programa de respaldo a estudiantes de Argentina","77878.1671630355"
"2015","10","Pensiones no contributivas por invalidez sin bonos","364399.155325459"
"2015","10","Pensiones no contributivas por invalidez con bonos","364399.155325459"
"2015","10","Pensiones no contributivas por vejez sin bonos","6123.27350410371"
"2015","10","Pensiones no contributivas por vejez con bonos","6123.27350410371"
"2015","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","164253.697434486"
"2015","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","164253.697434486"
"2015","10","Prestaciones previsionales por moratoria previsional sin bonos","1573967.9809588"
"2015","10","Prestaciones previsionales por moratoria previsional con bonos","1573967.9809588"
"2015","10","Ellas hacen + Argentina trabaja","73749.4075015827"
"2015","10","Monotributo social","0"
"2015","10","Programa de empleo comunitario","185.775364550677"
"2015","10","Seguro de capacitación y empleo","3101.03165762053"
"2015","10","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","356350.942198379"
"2015","10","Programa de respaldo a estudiantes de Argentina","86614.49244488"
"2015","11","Pensiones no contributivas por invalidez sin bonos","358583.106314501"
"2015","11","Pensiones no contributivas por invalidez con bonos","358583.106314501"
"2015","11","Pensiones no contributivas por vejez sin bonos","5979.38756681812"
"2015","11","Pensiones no contributivas por vejez con bonos","5979.38756681812"
"2015","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","160281.885169013"
"2015","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","160281.885169013"
"2015","11","Prestaciones previsionales por moratoria previsional sin bonos","276249.052771569"
"2015","11","Prestaciones previsionales por moratoria previsional con bonos","276249.052771569"
"2015","11","Ellas hacen + Argentina trabaja","79008.9958270056"
"2015","11","Monotributo social","1723.73898176771"
"2015","11","Programa de empleo comunitario","171.273551093168"
"2015","11","Seguro de capacitación y empleo","195.359958877675"
"2015","11","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","34763.409402008"
"2015","11","Programa de respaldo a estudiantes de Argentina","113998.049731658"
"2015","12","Pensiones no contributivas por invalidez sin bonos","519471.691583356"
"2015","12","Pensiones no contributivas por invalidez con bonos","564748.535310868"
"2015","12","Pensiones no contributivas por vejez sin bonos","6967.11366148053"
"2015","12","Pensiones no contributivas por vejez con bonos","7568.24863380623"
"2015","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","231047.270674706"
"2015","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","245160.934599021"
"2015","12","Prestaciones previsionales por moratoria previsional sin bonos","3780993.15698171"
"2015","12","Prestaciones previsionales por moratoria previsional con bonos","3921302.13721493"
"2015","12","Ellas hacen + Argentina trabaja","92120.9889204943"
"2015","12","Monotributo social","-36.7311562309943"
"2015","12","Programa de empleo comunitario","87.6411675196169"
"2015","12","Seguro de capacitación y empleo","26010.0129615239"
"2015","12","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","696395.326695684"
"2015","12","Programa de respaldo a estudiantes de Argentina","81370.3005478317"
"2016","1","Pensiones no contributivas por invalidez sin bonos","334487.585943092"
"2016","1","Pensiones no contributivas por invalidez con bonos","334487.585943092"
"2016","1","Pensiones no contributivas por vejez sin bonos","4461.80830065996"
"2016","1","Pensiones no contributivas por vejez con bonos","4461.80830065996"
"2016","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","148272.622984852"
"2016","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","148272.622984852"
"2016","1","Prestaciones previsionales por moratoria previsional sin bonos","1392196.06435937"
"2016","1","Prestaciones previsionales por moratoria previsional con bonos","1392196.06435937"
"2016","1","Ellas hacen + Argentina trabaja","75112.422728254"
"2016","1","Monotributo social","0"
"2016","1","Programa de empleo comunitario","59.6919857370487"
"2016","1","Seguro de capacitación y empleo","0"
"2016","1","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","312032.493792697"
"2016","1","Programa de respaldo a estudiantes de Argentina","189.461239996119"
"2016","2","Pensiones no contributivas por invalidez sin bonos","320741.247813948"
"2016","2","Pensiones no contributivas por invalidez con bonos","320741.247813948"
"2016","2","Pensiones no contributivas por vejez sin bonos","4290.20028909612"
"2016","2","Pensiones no contributivas por vejez con bonos","4290.20028909612"
"2016","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","141994.854585253"
"2016","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","141994.854585253"
"2016","2","Prestaciones previsionales por moratoria previsional sin bonos","1521110.71012483"
"2016","2","Prestaciones previsionales por moratoria previsional con bonos","1521110.71012483"
"2016","2","Ellas hacen + Argentina trabaja","56016.9536576299"
"2016","2","Monotributo social","0"
"2016","2","Programa de empleo comunitario","0"
"2016","2","Seguro de capacitación y empleo","4983.54143640455"
"2016","2","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","296778.397017535"
"2016","2","Programa de respaldo a estudiantes de Argentina","132151.88578699"
"2016","3","Pensiones no contributivas por invalidez sin bonos","355977.942866343"
"2016","3","Pensiones no contributivas por invalidez con bonos","355977.942866343"
"2016","3","Pensiones no contributivas por vejez sin bonos","4412.08996902776"
"2016","3","Pensiones no contributivas por vejez con bonos","4412.08996902776"
"2016","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","157034.93728831"
"2016","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","157034.93728831"
"2016","3","Prestaciones previsionales por moratoria previsional sin bonos","1694180.91817856"
"2016","3","Prestaciones previsionales por moratoria previsional con bonos","1694180.91817856"
"2016","3","Ellas hacen + Argentina trabaja","123205.251255847"
"2016","3","Monotributo social","0"
"2016","3","Programa de empleo comunitario","38.4043249812827"
"2016","3","Seguro de capacitación y empleo","16496.2190366354"
"2016","3","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","506122.460623537"
"2016","3","Programa de respaldo a estudiantes de Argentina","58977.2606296994"
"2016","4","Pensiones no contributivas por invalidez sin bonos","333181.937719497"
"2016","4","Pensiones no contributivas por invalidez con bonos","333181.937719497"
"2016","4","Pensiones no contributivas por vejez sin bonos","4142.80748265517"
"2016","4","Pensiones no contributivas por vejez con bonos","4142.80748265517"
"2016","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","146975.76418052"
"2016","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","146975.76418052"
"2016","4","Prestaciones previsionales por moratoria previsional sin bonos","1568779.21557923"
"2016","4","Prestaciones previsionales por moratoria previsional con bonos","1568779.21557923"
"2016","4","Ellas hacen + Argentina trabaja","70010.8699864705"
"2016","4","Monotributo social","0"
"2016","4","Programa de empleo comunitario","45.2557327867162"
"2016","4","Seguro de capacitación y empleo","98.2390299880101"
"2016","4","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","284272.384753278"
"2016","4","Programa de respaldo a estudiantes de Argentina","43133.4388767204"
"2016","5","Pensiones no contributivas por invalidez sin bonos","316959.790411736"
"2016","5","Pensiones no contributivas por invalidez con bonos","316959.790411736"
"2016","5","Pensiones no contributivas por vejez sin bonos","3945.53093586207"
"2016","5","Pensiones no contributivas por vejez con bonos","3945.53093586207"
"2016","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","139497.240327145"
"2016","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","139497.240327145"
"2016","5","Prestaciones previsionales por moratoria previsional sin bonos","1496077.76237418"
"2016","5","Prestaciones previsionales por moratoria previsional con bonos","1496077.76237418"
"2016","5","Ellas hacen + Argentina trabaja","56038.0699333102"
"2016","5","Monotributo social","0"
"2016","5","Programa de empleo comunitario","74.7881962522256"
"2016","5","Seguro de capacitación y empleo","3119.13611527064"
"2016","5","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","474331.950219017"
"2016","5","Programa de respaldo a estudiantes de Argentina","78118.9642932621"
"2016","6","Pensiones no contributivas por invalidez sin bonos","459636.918989783"
"2016","6","Pensiones no contributivas por invalidez con bonos","459636.918989783"
"2016","6","Pensiones no contributivas por vejez sin bonos","5199.67749549348"
"2016","6","Pensiones no contributivas por vejez con bonos","5199.67749549348"
"2016","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","201985.709770534"
"2016","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","201985.709770534"
"2016","6","Prestaciones previsionales por moratoria previsional sin bonos","2155676.54096783"
"2016","6","Prestaciones previsionales por moratoria previsional con bonos","2155676.54096783"
"2016","6","Ellas hacen + Argentina trabaja","47129.321908973"
"2016","6","Monotributo social","29755.7091357804"
"2016","6","Programa de empleo comunitario","161.119341121748"
"2016","6","Seguro de capacitación y empleo","4823.96507742861"
"2016","6","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","328023.739892999"
"2016","6","Programa de respaldo a estudiantes de Argentina","53337.222853662"
"2016","7","Pensiones no contributivas por invalidez sin bonos","299430.553014819"
"2016","7","Pensiones no contributivas por invalidez con bonos","299430.553014819"
"2016","7","Pensiones no contributivas por vejez sin bonos","3391.8313734465"
"2016","7","Pensiones no contributivas por vejez con bonos","3391.8313734465"
"2016","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","131461.210468166"
"2016","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","131461.210468166"
"2016","7","Prestaciones previsionales por moratoria previsional sin bonos","1435217.24762484"
"2016","7","Prestaciones previsionales por moratoria previsional con bonos","1435217.24762484"
"2016","7","Ellas hacen + Argentina trabaja","1297.66557479975"
"2016","7","Monotributo social","0"
"2016","7","Programa de empleo comunitario","298.732405613475"
"2016","7","Seguro de capacitación y empleo","1368.43604691424"
"2016","7","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","318663.933488838"
"2016","7","Programa de respaldo a estudiantes de Argentina","48233.8665512282"
"2016","8","Pensiones no contributivas por invalidez sin bonos","298411.619791697"
"2016","8","Pensiones no contributivas por invalidez con bonos","298411.619791697"
"2016","8","Pensiones no contributivas por vejez sin bonos","3385.06125094461"
"2016","8","Pensiones no contributivas por vejez con bonos","3385.06125094461"
"2016","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","130505.008251742"
"2016","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","130505.008251742"
"2016","8","Prestaciones previsionales por moratoria previsional sin bonos","1410630.24745683"
"2016","8","Prestaciones previsionales por moratoria previsional con bonos","1410630.24745683"
"2016","8","Ellas hacen + Argentina trabaja","59472.8600261321"
"2016","8","Monotributo social","12293.8668267237"
"2016","8","Programa de empleo comunitario","392.807625384"
"2016","8","Seguro de capacitación y empleo","4103.97798631477"
"2016","8","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","303332.216101605"
"2016","8","Programa de respaldo a estudiantes de Argentina","63434.2752212038"
"2016","9","Pensiones no contributivas por invalidez sin bonos","338109.597774621"
"2016","9","Pensiones no contributivas por invalidez con bonos","338109.597774621"
"2016","9","Pensiones no contributivas por vejez sin bonos","3586.32276800315"
"2016","9","Pensiones no contributivas por vejez con bonos","3586.32276800315"
"2016","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","147111.828854748"
"2016","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","147111.828854748"
"2016","9","Prestaciones previsionales por moratoria previsional sin bonos","1621115.41126676"
"2016","9","Prestaciones previsionales por moratoria previsional con bonos","1621115.41126676"
"2016","9","Ellas hacen + Argentina trabaja","126530.144872147"
"2016","9","Monotributo social","25208.7864320142"
"2016","9","Programa de empleo comunitario","399.27651111445"
"2016","9","Seguro de capacitación y empleo","7312.86922547292"
"2016","9","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","330449.912278698"
"2016","9","Programa de respaldo a estudiantes de Argentina","71075.2396310015"
"2016","10","Pensiones no contributivas por invalidez sin bonos","330152.871069627"
"2016","10","Pensiones no contributivas por invalidez con bonos","330152.871069627"
"2016","10","Pensiones no contributivas por vejez sin bonos","3502.26832812808"
"2016","10","Pensiones no contributivas por vejez con bonos","3502.26832812808"
"2016","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","143625.463214595"
"2016","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","143625.463214595"
"2016","10","Pensión universal para el adulto mayor sin bonos","278.999543529962"
"2016","10","Pensión universal para el adulto mayor con bonos","278.999543529962"
"2016","10","Prestaciones previsionales por moratoria previsional sin bonos","1600124.98274152"
"2016","10","Prestaciones previsionales por moratoria previsional con bonos","1600124.98274152"
"2016","10","Ellas hacen + Argentina trabaja","65050.7308998104"
"2016","10","Monotributo social","12392.1375234257"
"2016","10","Programa de empleo comunitario","470.791323507919"
"2016","10","Seguro de capacitación y empleo","914.929345649858"
"2016","10","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","332697.547632484"
"2016","10","Programa de respaldo a estudiantes de Argentina","73608.9101984903"
"2016","11","Pensiones no contributivas por invalidez sin bonos","325211.50488669"
"2016","11","Pensiones no contributivas por invalidez con bonos","325211.50488669"
"2016","11","Pensiones no contributivas por vejez sin bonos","3447.11449618905"
"2016","11","Pensiones no contributivas por vejez con bonos","3447.11449618905"
"2016","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","140417.97188025"
"2016","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","140417.97188025"
"2016","11","Pensión universal para el adulto mayor sin bonos","311.904953073931"
"2016","11","Pensión universal para el adulto mayor con bonos","311.904953073931"
"2016","11","Prestaciones previsionales por moratoria previsional sin bonos","913273.236303278"
"2016","11","Prestaciones previsionales por moratoria previsional con bonos","913273.236303278"
"2016","11","Ellas hacen + Argentina trabaja","64461.0702126483"
"2016","11","Monotributo social","12236.3441510697"
"2016","11","Programa de empleo comunitario","494.424497489364"
"2016","11","Seguro de capacitación y empleo","4497.04052260155"
"2016","11","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","326510.170141545"
"2016","11","Programa de respaldo a estudiantes de Argentina","61123.496552364"
"2016","12","Pensiones no contributivas por invalidez sin bonos","484961.80675941"
"2016","12","Pensiones no contributivas por invalidez con bonos","484961.80675941"
"2016","12","Pensiones no contributivas por vejez sin bonos","4683.84569081772"
"2016","12","Pensiones no contributivas por vejez con bonos","4683.84569081772"
"2016","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","207892.747659065"
"2016","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","207892.747659065"
"2016","12","Pensión universal para el adulto mayor sin bonos","730.912490832829"
"2016","12","Pensión universal para el adulto mayor con bonos","730.912490832829"
"2016","12","Prestaciones previsionales por moratoria previsional sin bonos","3039300.03068903"
"2016","12","Prestaciones previsionales por moratoria previsional con bonos","3039300.03068903"
"2016","12","Ellas hacen + Argentina trabaja","108222.999013273"
"2016","12","Monotributo social","12372.9003381451"
"2016","12","Programa de empleo comunitario","573.896534250808"
"2016","12","Seguro de capacitación y empleo","8386.81034841871"
"2016","12","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","507365.834297956"
"2016","12","Programa de respaldo a estudiantes de Argentina","86718.6476696176"
"2017","1","Pensiones no contributivas por invalidez sin bonos","321119.596473154"
"2017","1","Pensiones no contributivas por invalidez con bonos","321119.596473154"
"2017","1","Pensiones no contributivas por vejez sin bonos","3073.81614365623"
"2017","1","Pensiones no contributivas por vejez con bonos","3073.81614365623"
"2017","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","136527.86340793"
"2017","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","136527.86340793"
"2017","1","Pensión universal para el adulto mayor sin bonos","937.156286424802"
"2017","1","Pensión universal para el adulto mayor con bonos","937.156286424802"
"2017","1","Prestaciones previsionales por moratoria previsional sin bonos","1533572.72208087"
"2017","1","Prestaciones previsionales por moratoria previsional con bonos","1533572.72208087"
"2017","1","Tarjetas alimentarias","140.752502638456"
"2017","1","Ellas hacen + Argentina trabaja","68090.7271038404"
"2017","1","Monotributo social","20654.4801891589"
"2017","1","Programa de empleo comunitario","327.961493341698"
"2017","1","Seguro de capacitación y empleo","4543.97862741835"
"2017","1","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","316499.891522594"
"2017","1","Programa de respaldo a estudiantes de Argentina","62237.3557525183"
"2017","2","Pensiones no contributivas por invalidez sin bonos","312931.653351888"
"2017","2","Pensiones no contributivas por invalidez con bonos","312931.653351888"
"2017","2","Pensiones no contributivas por vejez sin bonos","3011.56067881793"
"2017","2","Pensiones no contributivas por vejez con bonos","3011.56067881793"
"2017","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","133016.136832698"
"2017","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","133016.136832698"
"2017","2","Pensión universal para el adulto mayor sin bonos","1423.54108013018"
"2017","2","Pensión universal para el adulto mayor con bonos","1423.54108013018"
"2017","2","Prestaciones previsionales por moratoria previsional sin bonos","1483592.71976431"
"2017","2","Prestaciones previsionales por moratoria previsional con bonos","1483592.71976431"
"2017","2","Tarjetas alimentarias","737.514375746492"
"2017","2","Ellas hacen + Argentina trabaja","66835.8790273557"
"2017","2","Monotributo social","0"
"2017","2","Programa de empleo comunitario","0.0222135591255134"
"2017","2","Programa de recuperación productiva","5954.82581737492"
"2017","2","Seguro de capacitación y empleo","4684.26264458605"
"2017","2","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","302706.420816762"
"2017","2","Programa de respaldo a estudiantes de Argentina","30000.8865793318"
"2017","3","Pensiones no contributivas por invalidez sin bonos","343912.71221326"
"2017","3","Pensiones no contributivas por invalidez con bonos","343912.71221326"
"2017","3","Pensiones no contributivas por vejez sin bonos","3055.4049153747"
"2017","3","Pensiones no contributivas por vejez con bonos","3055.4049153747"
"2017","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","146540.628254562"
"2017","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","146540.628254562"
"2017","3","Pensión universal para el adulto mayor sin bonos","4518.70053455921"
"2017","3","Pensión universal para el adulto mayor con bonos","4518.70053455921"
"2017","3","Prestaciones previsionales por moratoria previsional sin bonos","1779186.15581459"
"2017","3","Prestaciones previsionales por moratoria previsional con bonos","1779186.15581459"
"2017","3","Tarjetas alimentarias","2498.93141953917"
"2017","3","Ellas hacen + Argentina trabaja","74267.7314815853"
"2017","3","Monotributo social","28494.103990936"
"2017","3","Programa de recuperación productiva","3265.17471205327"
"2017","3","Seguro de capacitación y empleo","4436.97960060329"
"2017","3","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","475768.116003217"
"2017","3","Programa de respaldo a estudiantes de Argentina","32485.1055938347"
"2017","4","Pensiones no contributivas por invalidez sin bonos","334758.861403045"
"2017","4","Pensiones no contributivas por invalidez con bonos","334758.861403045"
"2017","4","Pensiones no contributivas por vejez sin bonos","2976.35790379288"
"2017","4","Pensiones no contributivas por vejez con bonos","2976.35790379288"
"2017","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","142545.341469893"
"2017","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","142545.341469893"
"2017","4","Pensión universal para el adulto mayor sin bonos","5049.52213920701"
"2017","4","Pensión universal para el adulto mayor con bonos","5049.52213920701"
"2017","4","Prestaciones previsionales por moratoria previsional sin bonos","1650720.39192472"
"2017","4","Prestaciones previsionales por moratoria previsional con bonos","1650720.39192472"
"2017","4","Tarjetas alimentarias","1974.59171458295"
"2017","4","Ellas hacen + Argentina trabaja","85005.704090892"
"2017","4","Monotributo social","11662.92744565"
"2017","4","Programa de recuperación productiva","2917.49551793621"
"2017","4","Seguro de capacitación y empleo","4244.13239519462"
"2017","4","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","285792.19724968"
"2017","4","Programa de respaldo a estudiantes de Argentina","30088.6823964615"
"2017","5","Pensiones no contributivas por invalidez sin bonos","326799.921271249"
"2017","5","Pensiones no contributivas por invalidez con bonos","326799.921271249"
"2017","5","Pensiones no contributivas por vejez sin bonos","2934.25862091166"
"2017","5","Pensiones no contributivas por vejez con bonos","2934.25862091166"
"2017","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","140016.063224199"
"2017","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","140016.063224199"
"2017","5","Pensión universal para el adulto mayor sin bonos","6400.56510451091"
"2017","5","Pensión universal para el adulto mayor con bonos","6400.56510451091"
"2017","5","Prestaciones previsionales por moratoria previsional sin bonos","1637205.61243631"
"2017","5","Prestaciones previsionales por moratoria previsional con bonos","1637205.61243631"
"2017","5","Tarjetas alimentarias","1466.41364968153"
"2017","5","Ellas hacen + Argentina trabaja","95681.4650622825"
"2017","5","Monotributo social","38930.5555286551"
"2017","5","Programa de recuperación productiva","1968.43262021455"
"2017","5","Seguro de capacitación y empleo","4019.46798108098"
"2017","5","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","336316.598540031"
"2017","5","Programa de respaldo a estudiantes de Argentina","32542.0941808091"
"2017","6","Pensiones no contributivas por invalidez sin bonos","479872.105025791"
"2017","6","Pensiones no contributivas por invalidez con bonos","479872.105025791"
"2017","6","Pensiones no contributivas por vejez sin bonos","3962.2878394211"
"2017","6","Pensiones no contributivas por vejez con bonos","3962.2878394211"
"2017","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","207224.681399155"
"2017","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","207224.681399155"
"2017","6","Pensión universal para el adulto mayor sin bonos","11349.7934216062"
"2017","6","Pensión universal para el adulto mayor con bonos","11349.7934216062"
"2017","6","Prestaciones previsionales por moratoria previsional sin bonos","2406238.75590781"
"2017","6","Prestaciones previsionales por moratoria previsional con bonos","2406238.75590781"
"2017","6","Tarjetas alimentarias","2242.87422583501"
"2017","6","Proyectos productivos comunitarios","25576.6567691707"
"2017","6","Ellas hacen + Argentina trabaja","74237.4018564569"
"2017","6","Monotributo social","19199.5738486073"
"2017","6","Programa de recuperación productiva","6654.24557848518"
"2017","6","Seguro de capacitación y empleo","8218.08026631539"
"2017","6","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","345566.810667964"
"2017","6","Programa de respaldo a estudiantes de Argentina","29993.5890763623"
"2017","7","Pensiones no contributivas por invalidez sin bonos","322065.291353391"
